,year,name,driver_name,grid,race_finish_position,positions_gained_lost,era
7785,2018,Italian Grand Prix,stroll,10,10,0,V6 Hybrid
7776,2018,Italian Grand Prix,raikkonen,1,2,-1,V6 Hybrid
7777,2018,Italian Grand Prix,vettel,2,4,-2,V6 Hybrid
7782,2018,Italian Grand Prix,sainz,7,9,-2,V6 Hybrid
7784,2018,Italian Grand Prix,gasly,9,15,-6,V6 Hybrid
7786,2018,Italian Grand Prix,kevin_magnussen,11,17,-6,V6 Hybrid
7781,2018,Italian Grand Prix,grosjean,6,-100,-100,V6 Hybrid
7788,2018,Italian Grand Prix,alonso,13,-100,-100,V6 Hybrid
7790,2018,Italian Grand Prix,ricciardo,19,-100,-100,V6 Hybrid
7793,2018,Italian Grand Prix,brendon_hartley,16,-100,-100,V6 Hybrid
7632,2018,Monaco Grand Prix,max_verstappen,20,9,11,V6 Hybrid
7631,2018,Monaco Grand Prix,kevin_magnussen,19,13,6,V6 Hybrid
7629,2018,Monaco Grand Prix,ericsson,16,11,5,V6 Hybrid
7623,2018,Monaco Grand Prix,gasly,10,7,3,V6 Hybrid
7627,2018,Monaco Grand Prix,grosjean,18,15,3,V6 Hybrid
7635,2018,Monaco Grand Prix,hulkenberg,11,8,3,V6 Hybrid
7616,2018,Monaco Grand Prix,ricciardo,1,1,0,V6 Hybrid
7617,2018,Monaco Grand Prix,vettel,2,2,0,V6 Hybrid
7618,2018,Monaco Grand Prix,hamilton,3,3,0,V6 Hybrid
7619,2018,Monaco Grand Prix,raikkonen,4,4,0,V6 Hybrid
7630,2018,Monaco Grand Prix,stroll,17,17,0,V6 Hybrid
7633,2018,Monaco Grand Prix,bottas,5,5,0,V6 Hybrid
7634,2018,Monaco Grand Prix,ocon,6,6,0,V6 Hybrid
7621,2018,Monaco Grand Prix,sainz,8,10,-2,V6 Hybrid
7624,2018,Monaco Grand Prix,vandoorne,12,14,-2,V6 Hybrid
7622,2018,Monaco Grand Prix,perez,9,12,-3,V6 Hybrid
7625,2018,Monaco Grand Prix,sirotkin,13,16,-3,V6 Hybrid
7620,2018,Monaco Grand Prix,alonso,7,-100,-100,V6 Hybrid
7626,2018,Monaco Grand Prix,leclerc,14,-100,-100,V6 Hybrid
7628,2018,Monaco Grand Prix,brendon_hartley,15,-100,-100,V6 Hybrid
8187,2019,Belgian Grand Prix,albon,17,5,12,V6 Hybrid
8191,2019,Belgian Grand Prix,kvyat,19,7,12,V6 Hybrid
8186,2019,Belgian Grand Prix,stroll,16,10,6,V6 Hybrid
8180,2019,Belgian Grand Prix,hulkenberg,12,8,4,V6 Hybrid
8189,2019,Belgian Grand Prix,gasly,13,9,4,V6 Hybrid
8176,2019,Belgian Grand Prix,hamilton,3,2,1,V6 Hybrid
8177,2019,Belgian Grand Prix,bottas,4,3,1,V6 Hybrid
8182,2019,Belgian Grand Prix,perez,7,6,1,V6 Hybrid
8174,2019,Belgian Grand Prix,leclerc,1,1,0,V6 Hybrid
8185,2019,Belgian Grand Prix,norris,11,11,0,V6 Hybrid
8188,2019,Belgian Grand Prix,giovinazzi,18,18,0,V6 Hybrid
8192,2019,Belgian Grand Prix,russell,14,15,-1,V6 Hybrid
8175,2019,Belgian Grand Prix,vettel,2,4,-2,V6 Hybrid
8179,2019,Belgian Grand Prix,ricciardo,10,14,-4,V6 Hybrid
8183,2019,Belgian Grand Prix,kevin_magnussen,8,12,-4,V6 Hybrid
8184,2019,Belgian Grand Prix,grosjean,9,13,-4,V6 Hybrid
8181,2019,Belgian Grand Prix,raikkonen,6,16,-10,V6 Hybrid
8193,2019,Belgian Grand Prix,kubica,0,17,-17,V6 Hybrid
8178,2019,Belgian Grand Prix,max_verstappen,5,-100,-100,V6 Hybrid
8190,2019,Belgian Grand Prix,sainz,15,-100,-100,V6 Hybrid
8130,2019,British Grand Prix,kvyat,17,9,8,V6 Hybrid
8126,2019,British Grand Prix,sainz,13,6,7,V6 Hybrid
8131,2019,British Grand Prix,stroll,18,13,5,V6 Hybrid
8132,2019,British Grand Prix,russell,19,14,5,V6 Hybrid
8133,2019,British Grand Prix,kubica,20,15,5,V6 Hybrid
8125,2019,British Grand Prix,raikkonen,12,8,4,V6 Hybrid
8115,2019,British Grand Prix,hamilton,2,1,1,V6 Hybrid
8118,2019,British Grand Prix,gasly,5,4,1,V6 Hybrid
8116,2019,British Grand Prix,leclerc,3,3,0,V6 Hybrid
8120,2019,British Grand Prix,ricciardo,7,7,0,V6 Hybrid
8123,2019,British Grand Prix,hulkenberg,10,10,0,V6 Hybrid
8114,2019,British Grand Prix,bottas,1,2,-1,V6 Hybrid
8117,2019,British Grand Prix,max_verstappen,4,5,-1,V6 Hybrid
8128,2019,British Grand Prix,perez,15,17,-2,V6 Hybrid
8121,2019,British Grand Prix,norris,8,11,-3,V6 Hybrid
8122,2019,British Grand Prix,albon,9,12,-3,V6 Hybrid
8119,2019,British Grand Prix,vettel,6,16,-10,V6 Hybrid
8124,2019,British Grand Prix,giovinazzi,11,-100,-100,V6 Hybrid
8127,2019,British Grand Prix,grosjean,14,-100,-100,V6 Hybrid
8129,2019,British Grand Prix,kevin_magnussen,16,-100,-100,V6 Hybrid
8210,2019,Italian Grand Prix,perez,18,7,11,V6 Hybrid
8213,2019,Italian Grand Prix,max_verstappen,19,8,11,V6 Hybrid
8207,2019,Italian Grand Prix,norris,16,10,6,V6 Hybrid
8208,2019,Italian Grand Prix,gasly,17,11,6,V6 Hybrid
8201,2019,Italian Grand Prix,albon,8,6,2,V6 Hybrid
8196,2019,Italian Grand Prix,bottas,3,2,1,V6 Hybrid
8198,2019,Italian Grand Prix,ricciardo,5,4,1,V6 Hybrid
8199,2019,Italian Grand Prix,hulkenberg,6,5,1,V6 Hybrid
8204,2019,Italian Grand Prix,giovinazzi,10,9,1,V6 Hybrid
8194,2019,Italian Grand Prix,leclerc,1,1,0,V6 Hybrid
8211,2019,Italian Grand Prix,russell,14,14,0,V6 Hybrid
8195,2019,Italian Grand Prix,hamilton,2,3,-1,V6 Hybrid
8212,2019,Italian Grand Prix,kubica,15,17,-2,V6 Hybrid
8202,2019,Italian Grand Prix,stroll,9,12,-3,V6 Hybrid
8209,2019,Italian Grand Prix,grosjean,13,16,-3,V6 Hybrid
8197,2019,Italian Grand Prix,vettel,4,13,-9,V6 Hybrid
8203,2019,Italian Grand Prix,raikkonen,0,15,-15,V6 Hybrid
8200,2019,Italian Grand Prix,sainz,7,-100,-100,V6 Hybrid
8205,2019,Italian Grand Prix,kevin_magnussen,11,-100,-100,V6 Hybrid
8206,2019,Italian Grand Prix,kvyat,12,-100,-100,V6 Hybrid
8050,2019,Monaco Grand Prix,perez,16,12,4,V6 Hybrid
8052,2019,Monaco Grand Prix,russell,19,15,4,V6 Hybrid
8038,2019,Monaco Grand Prix,gasly,8,5,3,V6 Hybrid
8042,2019,Monaco Grand Prix,sainz,9,6,3,V6 Hybrid
8046,2019,Monaco Grand Prix,grosjean,13,10,3,V6 Hybrid
8037,2019,Monaco Grand Prix,vettel,4,2,2,V6 Hybrid
8043,2019,Monaco Grand Prix,albon,10,8,2,V6 Hybrid
8053,2019,Monaco Grand Prix,kubica,20,18,2,V6 Hybrid
8045,2019,Monaco Grand Prix,norris,12,11,1,V6 Hybrid
8051,2019,Monaco Grand Prix,stroll,17,16,1,V6 Hybrid
8034,2019,Monaco Grand Prix,hamilton,1,1,0,V6 Hybrid
8041,2019,Monaco Grand Prix,kvyat,7,7,0,V6 Hybrid
8035,2019,Monaco Grand Prix,bottas,2,3,-1,V6 Hybrid
8036,2019,Monaco Grand Prix,max_verstappen,3,4,-1,V6 Hybrid
8048,2019,Monaco Grand Prix,giovinazzi,18,19,-1,V6 Hybrid
8044,2019,Monaco Grand Prix,hulkenberg,11,13,-2,V6 Hybrid
8040,2019,Monaco Grand Prix,ricciardo,6,9,-3,V6 Hybrid
8047,2019,Monaco Grand Prix,raikkonen,14,17,-3,V6 Hybrid
8039,2019,Monaco Grand Prix,kevin_magnussen,5,14,-9,V6 Hybrid
8049,2019,Monaco Grand Prix,leclerc,15,-100,-100,V6 Hybrid
8485,2020,Belgian Grand Prix,gasly,12,8,4,V6 Hybrid
8489,2020,Belgian Grand Prix,raikkonen,16,12,4,V6 Hybrid
8483,2020,Belgian Grand Prix,norris,10,7,3,V6 Hybrid
8492,2020,Belgian Grand Prix,latifi,19,16,3,V6 Hybrid
8493,2020,Belgian Grand Prix,kevin_magnussen,20,17,3,V6 Hybrid
8490,2020,Belgian Grand Prix,grosjean,17,15,2,V6 Hybrid
8479,2020,Belgian Grand Prix,ocon,6,5,1,V6 Hybrid
8487,2020,Belgian Grand Prix,vettel,14,13,1,V6 Hybrid
8474,2020,Belgian Grand Prix,hamilton,1,1,0,V6 Hybrid
8475,2020,Belgian Grand Prix,bottas,2,2,0,V6 Hybrid
8476,2020,Belgian Grand Prix,max_verstappen,3,3,0,V6 Hybrid
8477,2020,Belgian Grand Prix,ricciardo,4,4,0,V6 Hybrid
8482,2020,Belgian Grand Prix,stroll,9,9,0,V6 Hybrid
8484,2020,Belgian Grand Prix,kvyat,11,11,0,V6 Hybrid
8478,2020,Belgian Grand Prix,albon,5,6,-1,V6 Hybrid
8486,2020,Belgian Grand Prix,leclerc,13,14,-1,V6 Hybrid
8481,2020,Belgian Grand Prix,perez,8,10,-2,V6 Hybrid
8480,2020,Belgian Grand Prix,sainz,7,-100,-100,V6 Hybrid
8488,2020,Belgian Grand Prix,russell,15,-100,-100,V6 Hybrid
8491,2020,Belgian Grand Prix,giovinazzi,18,-100,-100,V6 Hybrid
8428,2020,British Grand Prix,russell,20,12,8,V6 Hybrid
8421,2020,British Grand Prix,ricciardo,8,4,4,V6 Hybrid
8424,2020,British Grand Prix,gasly,11,7,4,V6 Hybrid
8425,2020,British Grand Prix,albon,12,8,4,V6 Hybrid
8422,2020,British Grand Prix,ocon,9,6,3,V6 Hybrid
8433,2020,British Grand Prix,latifi,18,15,3,V6 Hybrid
8416,2020,British Grand Prix,max_verstappen,3,2,1,V6 Hybrid
8417,2020,British Grand Prix,leclerc,4,3,1,V6 Hybrid
8430,2020,British Grand Prix,giovinazzi,15,14,1,V6 Hybrid
8432,2020,British Grand Prix,grosjean,17,16,1,V6 Hybrid
8414,2020,British Grand Prix,hamilton,1,1,0,V6 Hybrid
8418,2020,British Grand Prix,norris,5,5,0,V6 Hybrid
8423,2020,British Grand Prix,vettel,10,10,0,V6 Hybrid
8431,2020,British Grand Prix,raikkonen,16,17,-1,V6 Hybrid
8419,2020,British Grand Prix,stroll,6,9,-3,V6 Hybrid
8420,2020,British Grand Prix,sainz,7,13,-6,V6 Hybrid
8415,2020,British Grand Prix,bottas,2,11,-9,V6 Hybrid
8426,2020,British Grand Prix,hulkenberg,13,-100,-100,V6 Hybrid
8427,2020,British Grand Prix,kvyat,19,-100,-100,V6 Hybrid
8429,2020,British Grand Prix,kevin_magnussen,14,-100,-100,V6 Hybrid
8503,2020,Italian Grand Prix,gasly,10,1,9,V6 Hybrid
8513,2020,Italian Grand Prix,latifi,20,11,9,V6 Hybrid
8501,2020,Italian Grand Prix,stroll,8,3,5,V6 Hybrid
8512,2020,Italian Grand Prix,russell,19,14,5,V6 Hybrid
8505,2020,Italian Grand Prix,ocon,12,8,4,V6 Hybrid
8509,2020,Italian Grand Prix,grosjean,16,12,4,V6 Hybrid
8499,2020,Italian Grand Prix,norris,6,4,2,V6 Hybrid
8504,2020,Italian Grand Prix,kvyat,11,9,2,V6 Hybrid
8511,2020,Italian Grand Prix,giovinazzi,18,16,2,V6 Hybrid
8496,2020,Italian Grand Prix,sainz,3,2,1,V6 Hybrid
8500,2020,Italian Grand Prix,ricciardo,7,6,1,V6 Hybrid
8507,2020,Italian Grand Prix,raikkonen,14,13,1,V6 Hybrid
8495,2020,Italian Grand Prix,bottas,2,5,-3,V6 Hybrid
8494,2020,Italian Grand Prix,hamilton,1,7,-6,V6 Hybrid
8497,2020,Italian Grand Prix,perez,4,10,-6,V6 Hybrid
8502,2020,Italian Grand Prix,albon,9,15,-6,V6 Hybrid
8498,2020,Italian Grand Prix,max_verstappen,5,-100,-100,V6 Hybrid
8506,2020,Italian Grand Prix,leclerc,13,-100,-100,V6 Hybrid
8508,2020,Italian Grand Prix,kevin_magnussen,15,-100,-100,V6 Hybrid
8510,2020,Italian Grand Prix,vettel,17,-100,-100,V6 Hybrid
8920,2021,Belgian Grand Prix,bottas,13,12,1,V6 Hybrid
8921,2021,Belgian Grand Prix,ocon,8,7,1,V6 Hybrid
8922,2021,Belgian Grand Prix,norris,15,14,1,V6 Hybrid
8923,2021,Belgian Grand Prix,leclerc,9,8,1,V6 Hybrid
8924,2021,Belgian Grand Prix,latifi,10,9,1,V6 Hybrid
8925,2021,Belgian Grand Prix,sainz,11,10,1,V6 Hybrid
8926,2021,Belgian Grand Prix,alonso,12,11,1,V6 Hybrid
8928,2021,Belgian Grand Prix,giovinazzi,14,13,1,V6 Hybrid
8929,2021,Belgian Grand Prix,tsunoda,16,15,1,V6 Hybrid
8930,2021,Belgian Grand Prix,mick_schumacher,17,16,1,V6 Hybrid
8932,2021,Belgian Grand Prix,mazepin,18,17,1,V6 Hybrid
8913,2021,Belgian Grand Prix,max_verstappen,1,1,0,V6 Hybrid
8914,2021,Belgian Grand Prix,russell,2,2,0,V6 Hybrid
8915,2021,Belgian Grand Prix,hamilton,3,3,0,V6 Hybrid
8916,2021,Belgian Grand Prix,ricciardo,4,4,0,V6 Hybrid
8917,2021,Belgian Grand Prix,vettel,5,5,0,V6 Hybrid
8918,2021,Belgian Grand Prix,gasly,6,6,0,V6 Hybrid
8927,2021,Belgian Grand Prix,stroll,19,20,-1,V6 Hybrid
8931,2021,Belgian Grand Prix,raikkonen,0,18,-18,V6 Hybrid
8919,2021,Belgian Grand Prix,perez,0,19,-19,V6 Hybrid
8887,2021,British Grand Prix,stroll,14,8,6,V6 Hybrid
8888,2021,British Grand Prix,tsunoda,16,10,6,V6 Hybrid
8881,2021,British Grand Prix,sainz,10,6,4,V6 Hybrid
8890,2021,British Grand Prix,latifi,17,14,3,V6 Hybrid
8876,2021,British Grand Prix,leclerc,4,2,2,V6 Hybrid
8886,2021,British Grand Prix,giovinazzi,15,13,2,V6 Hybrid
8892,2021,British Grand Prix,mazepin,19,17,2,V6 Hybrid
8873,2021,British Grand Prix,hamilton,2,1,1,V6 Hybrid
8878,2021,British Grand Prix,norris,5,4,1,V6 Hybrid
8879,2021,British Grand Prix,ricciardo,6,5,1,V6 Hybrid
8875,2021,British Grand Prix,bottas,3,3,0,V6 Hybrid
8880,2021,British Grand Prix,russell,12,12,0,V6 Hybrid
8883,2021,British Grand Prix,alonso,7,7,0,V6 Hybrid
8884,2021,British Grand Prix,gasly,11,11,0,V6 Hybrid
8885,2021,British Grand Prix,ocon,9,9,0,V6 Hybrid
8891,2021,British Grand Prix,mick_schumacher,18,18,0,V6 Hybrid
8889,2021,British Grand Prix,raikkonen,13,15,-2,V6 Hybrid
8877,2021,British Grand Prix,perez,0,16,-16,V6 Hybrid
8874,2021,British Grand Prix,max_verstappen,1,-100,-100,V6 Hybrid
8882,2021,British Grand Prix,vettel,8,-100,-100,V6 Hybrid
8953,2021,Italian Grand Prix,bottas,19,3,16,V6 Hybrid
8967,2021,Italian Grand Prix,russell,14,9,5,V6 Hybrid
8961,2021,Italian Grand Prix,perez,8,5,3,V6 Hybrid
8970,2021,Italian Grand Prix,mick_schumacher,18,15,3,V6 Hybrid
8971,2021,Italian Grand Prix,kubica,17,14,3,V6 Hybrid
8964,2021,Italian Grand Prix,stroll,9,7,2,V6 Hybrid
8965,2021,Italian Grand Prix,alonso,10,8,2,V6 Hybrid
8966,2021,Italian Grand Prix,ocon,12,10,2,V6 Hybrid
8968,2021,Italian Grand Prix,latifi,13,11,2,V6 Hybrid
8956,2021,Italian Grand Prix,norris,3,2,1,V6 Hybrid
8957,2021,Italian Grand Prix,ricciardo,2,1,1,V6 Hybrid
8960,2021,Italian Grand Prix,leclerc,5,4,1,V6 Hybrid
8959,2021,Italian Grand Prix,sainz,6,6,0,V6 Hybrid
8963,2021,Italian Grand Prix,vettel,11,12,-1,V6 Hybrid
8962,2021,Italian Grand Prix,giovinazzi,7,13,-6,V6 Hybrid
8954,2021,Italian Grand Prix,hamilton,4,-100,-100,V6 Hybrid
8955,2021,Italian Grand Prix,max_verstappen,1,-100,-100,V6 Hybrid
8958,2021,Italian Grand Prix,gasly,0,-100,-100,V6 Hybrid
8969,2021,Italian Grand Prix,tsunoda,0,-100,-100,V6 Hybrid
8972,2021,Italian Grand Prix,mazepin,16,-100,-100,V6 Hybrid
8782,2021,Monaco Grand Prix,perez,9,4,5,V6 Hybrid
8786,2021,Monaco Grand Prix,stroll,13,8,5,V6 Hybrid
8790,2021,Monaco Grand Prix,alonso,17,13,4,V6 Hybrid
8781,2021,Monaco Grand Prix,vettel,8,5,3,V6 Hybrid
8787,2021,Monaco Grand Prix,raikkonen,14,11,3,V6 Hybrid
8791,2021,Monaco Grand Prix,latifi,18,15,3,V6 Hybrid
8777,2021,Monaco Grand Prix,sainz,4,2,2,V6 Hybrid
8778,2021,Monaco Grand Prix,norris,5,3,2,V6 Hybrid
8784,2021,Monaco Grand Prix,ocon,11,9,2,V6 Hybrid
8792,2021,Monaco Grand Prix,mazepin,19,17,2,V6 Hybrid
8775,2021,Monaco Grand Prix,max_verstappen,2,1,1,V6 Hybrid
8788,2021,Monaco Grand Prix,russell,15,14,1,V6 Hybrid
8779,2021,Monaco Grand Prix,gasly,6,6,0,V6 Hybrid
8780,2021,Monaco Grand Prix,hamilton,7,7,0,V6 Hybrid
8783,2021,Monaco Grand Prix,giovinazzi,10,10,0,V6 Hybrid
8785,2021,Monaco Grand Prix,ricciardo,12,12,0,V6 Hybrid
8789,2021,Monaco Grand Prix,tsunoda,16,16,0,V6 Hybrid
8774,2021,Monaco Grand Prix,leclerc,1,-100,-100,V6 Hybrid
8776,2021,Monaco Grand Prix,bottas,3,-100,-100,V6 Hybrid
9333,2022,British Grand Prix,mick_schumacher,19,8,11,V6 Hybrid
9332,2022,British Grand Prix,vettel,18,9,9,V6 Hybrid
9334,2022,British Grand Prix,stroll,20,11,9,V6 Hybrid
9331,2022,British Grand Prix,kevin_magnussen,17,10,7,V6 Hybrid
9318,2022,British Grand Prix,perez,4,2,2,V6 Hybrid
9319,2022,British Grand Prix,hamilton,5,3,2,V6 Hybrid
9321,2022,British Grand Prix,alonso,7,5,2,V6 Hybrid
9328,2022,British Grand Prix,ricciardo,14,13,1,V6 Hybrid
9315,2022,British Grand Prix,sainz,1,1,0,V6 Hybrid
9320,2022,British Grand Prix,norris,6,6,0,V6 Hybrid
9317,2022,British Grand Prix,leclerc,3,4,-1,V6 Hybrid
9327,2022,British Grand Prix,tsunoda,13,14,-1,V6 Hybrid
9324,2022,British Grand Prix,latifi,10,12,-2,V6 Hybrid
9316,2022,British Grand Prix,max_verstappen,2,7,-5,V6 Hybrid
9322,2022,British Grand Prix,russell,8,-100,-100,V6 Hybrid
9323,2022,British Grand Prix,zhou,9,-100,-100,V6 Hybrid
9325,2022,British Grand Prix,gasly,11,-100,-100,V6 Hybrid
9326,2022,British Grand Prix,bottas,12,-100,-100,V6 Hybrid
9329,2022,British Grand Prix,ocon,15,-100,-100,V6 Hybrid
9330,2022,British Grand Prix,albon,16,-100,-100,V6 Hybrid
9271,2022,Monaco Grand Prix,gasly,17,11,6,V6 Hybrid
9272,2022,Monaco Grand Prix,stroll,18,14,4,V6 Hybrid
9273,2022,Monaco Grand Prix,latifi,19,15,4,V6 Hybrid
9274,2022,Monaco Grand Prix,zhou,20,16,4,V6 Hybrid
9266,2022,Monaco Grand Prix,bottas,12,9,3,V6 Hybrid
9257,2022,Monaco Grand Prix,perez,3,1,2,V6 Hybrid
9258,2022,Monaco Grand Prix,max_verstappen,4,3,1,V6 Hybrid
9260,2022,Monaco Grand Prix,russell,6,5,1,V6 Hybrid
9268,2022,Monaco Grand Prix,ricciardo,14,13,1,V6 Hybrid
9256,2022,Monaco Grand Prix,sainz,2,2,0,V6 Hybrid
9261,2022,Monaco Grand Prix,alonso,7,7,0,V6 Hybrid
9262,2022,Monaco Grand Prix,hamilton,8,8,0,V6 Hybrid
9259,2022,Monaco Grand Prix,norris,5,6,-1,V6 Hybrid
9263,2022,Monaco Grand Prix,vettel,9,10,-1,V6 Hybrid
9264,2022,Monaco Grand Prix,ocon,10,12,-2,V6 Hybrid
9255,2022,Monaco Grand Prix,leclerc,1,4,-3,V6 Hybrid
9265,2022,Monaco Grand Prix,tsunoda,11,17,-6,V6 Hybrid
9267,2022,Monaco Grand Prix,kevin_magnussen,13,-100,-100,V6 Hybrid
9269,2022,Monaco Grand Prix,mick_schumacher,15,-100,-100,V6 Hybrid
9270,2022,Monaco Grand Prix,albon,16,-100,-100,V6 Hybrid
