,year,name,constructor_name,points,era
323,1970,Monaco Grand Prix,matra,4.0,1962 - 1990
325,1970,Monaco Grand Prix,mclaren-ford,3.0,1962 - 1990
320,1970,Monaco Grand Prix,brm,1.0,1962 - 1990
321,1970,Monaco Grand Prix,ferrari,0.0,1962 - 1990
322,1970,Monaco Grand Prix,march,0.0,1962 - 1990
324,1970,Monaco Grand Prix,mclaren-alfa_romeo,0.0,1962 - 1990
327,1970,Monaco Grand Prix,tomaso,0.0,1962 - 1990
311,1970,Italian Grand Prix,ferrari,9.0,1962 - 1990
312,1970,Italian Grand Prix,march,7.0,1962 - 1990
313,1970,Italian Grand Prix,matra,4.0,1962 - 1990
315,1970,Italian Grand Prix,mclaren-ford,3.0,1962 - 1990
309,1970,Italian Grand Prix,brabham,2.0,1962 - 1990
308,1970,Italian Grand Prix,bellasi,0.0,1962 - 1990
310,1970,Italian Grand Prix,brm,0.0,1962 - 1990
314,1970,Italian Grand Prix,mclaren-alfa_romeo,0.0,1962 - 1990
316,1970,Italian Grand Prix,surtees,0.0,1962 - 1990
317,1970,Italian Grand Prix,team_lotus,0.0,1962 - 1990
318,1970,Italian Grand Prix,tomaso,0.0,1962 - 1990
307,1970,British Grand Prix,team_lotus,10.0,1962 - 1990
299,1970,British Grand Prix,brabham,6.0,1962 - 1990
305,1970,British Grand Prix,mclaren-ford,4.0,1962 - 1990
301,1970,British Grand Prix,ferrari,3.0,1962 - 1990
302,1970,British Grand Prix,march,2.0,1962 - 1990
300,1970,British Grand Prix,brm,0.0,1962 - 1990
303,1970,British Grand Prix,matra,0.0,1962 - 1990
304,1970,British Grand Prix,mclaren-alfa_romeo,0.0,1962 - 1990
306,1970,British Grand Prix,surtees,0.0,1962 - 1990
293,1970,Belgian Grand Prix,brm,9.0,1962 - 1990
295,1970,Belgian Grand Prix,march,6.0,1962 - 1990
296,1970,Belgian Grand Prix,matra,5.0,1962 - 1990
294,1970,Belgian Grand Prix,ferrari,3.0,1962 - 1990
292,1970,Belgian Grand Prix,brabham,2.0,1962 - 1990
297,1970,Belgian Grand Prix,team_lotus,0.0,1962 - 1990
298,1970,Belgian Grand Prix,tomaso,0.0,1962 - 1990
358,1971,Monaco Grand Prix,tyrrell,9.0,1962 - 1990
354,1971,Monaco Grand Prix,march-ford,6.0,1962 - 1990
352,1971,Monaco Grand Prix,ferrari,4.0,1962 - 1990
356,1971,Monaco Grand Prix,mclaren,3.0,1962 - 1990
353,1971,Monaco Grand Prix,lotus-ford,2.0,1962 - 1990
357,1971,Monaco Grand Prix,surtees,1.0,1962 - 1990
350,1971,Monaco Grand Prix,brabham,0.0,1962 - 1990
351,1971,Monaco Grand Prix,brm,0.0,1962 - 1990
355,1971,Monaco Grand Prix,matra,0.0,1962 - 1990
341,1971,Italian Grand Prix,brm,11.0,1962 - 1990
345,1971,Italian Grand Prix,march-ford,6.0,1962 - 1990
349,1971,Italian Grand Prix,tyrrell,4.0,1962 - 1990
348,1971,Italian Grand Prix,surtees,3.0,1962 - 1990
346,1971,Italian Grand Prix,matra,1.0,1962 - 1990
339,1971,Italian Grand Prix,bellasi,0.0,1962 - 1990
340,1971,Italian Grand Prix,brabham,0.0,1962 - 1990
342,1971,Italian Grand Prix,ferrari,0.0,1962 - 1990
343,1971,Italian Grand Prix,lotus-pw,0.0,1962 - 1990
344,1971,Italian Grand Prix,march-alfa_romeo,0.0,1962 - 1990
347,1971,Italian Grand Prix,mclaren,0.0,1962 - 1990
334,1971,British Grand Prix,march-ford,9.0,1962 - 1990
338,1971,British Grand Prix,tyrrell,9.0,1962 - 1990
331,1971,British Grand Prix,lotus-ford,4.0,1962 - 1990
337,1971,British Grand Prix,surtees,3.0,1962 - 1990
328,1971,British Grand Prix,brabham,0.0,1962 - 1990
329,1971,British Grand Prix,brm,0.0,1962 - 1990
330,1971,British Grand Prix,ferrari,0.0,1962 - 1990
332,1971,British Grand Prix,lotus-pw,0.0,1962 - 1990
333,1971,British Grand Prix,march-alfa_romeo,0.0,1962 - 1990
335,1971,British Grand Prix,matra,0.0,1962 - 1990
336,1971,British Grand Prix,mclaren,0.0,1962 - 1990
391,1972,Monaco Grand Prix,brm,9.0,1962 - 1990
392,1972,Monaco Grand Prix,ferrari,6.0,1962 - 1990
397,1972,Monaco Grand Prix,team_lotus,4.0,1962 - 1990
398,1972,Monaco Grand Prix,tyrrell,3.0,1962 - 1990
395,1972,Monaco Grand Prix,mclaren,2.0,1962 - 1990
394,1972,Monaco Grand Prix,matra,1.0,1962 - 1990
390,1972,Monaco Grand Prix,brabham,0.0,1962 - 1990
393,1972,Monaco Grand Prix,march,0.0,1962 - 1990
396,1972,Monaco Grand Prix,surtees,0.0,1962 - 1990
387,1972,Italian Grand Prix,team_lotus,9.0,1962 - 1990
385,1972,Italian Grand Prix,mclaren,7.0,1962 - 1990
386,1972,Italian Grand Prix,surtees,6.0,1962 - 1990
380,1972,Italian Grand Prix,brabham,2.0,1962 - 1990
381,1972,Italian Grand Prix,brm,1.0,1962 - 1990
382,1972,Italian Grand Prix,ferrari,0.0,1962 - 1990
383,1972,Italian Grand Prix,march,0.0,1962 - 1990
384,1972,Italian Grand Prix,matra,0.0,1962 - 1990
388,1972,Italian Grand Prix,tecno,0.0,1962 - 1990
389,1972,Italian Grand Prix,tyrrell,0.0,1962 - 1990
377,1972,British Grand Prix,team_lotus,9.0,1962 - 1990
374,1972,British Grand Prix,mclaren,6.0,1962 - 1990
379,1972,British Grand Prix,tyrrell,6.0,1962 - 1990
373,1972,British Grand Prix,matra,3.0,1962 - 1990
371,1972,British Grand Prix,ferrari,1.0,1962 - 1990
369,1972,British Grand Prix,brabham,0.0,1962 - 1990
370,1972,British Grand Prix,brm,0.0,1962 - 1990
372,1972,British Grand Prix,march,0.0,1962 - 1990
375,1972,British Grand Prix,politoys,0.0,1962 - 1990
376,1972,British Grand Prix,surtees,0.0,1962 - 1990
378,1972,British Grand Prix,tecno,0.0,1962 - 1990
366,1972,Belgian Grand Prix,team_lotus,9.0,1962 - 1990
368,1972,Belgian Grand Prix,tyrrell,6.0,1962 - 1990
364,1972,Belgian Grand Prix,mclaren,4.0,1962 - 1990
365,1972,Belgian Grand Prix,surtees,3.0,1962 - 1990
362,1972,Belgian Grand Prix,march,2.0,1962 - 1990
363,1972,Belgian Grand Prix,matra,1.0,1962 - 1990
359,1972,Belgian Grand Prix,brabham,0.0,1962 - 1990
360,1972,Belgian Grand Prix,brm,0.0,1962 - 1990
361,1972,Belgian Grand Prix,ferrari,0.0,1962 - 1990
367,1972,Belgian Grand Prix,tecno,0.0,1962 - 1990
443,1973,Monaco Grand Prix,tyrrell,12.0,1962 - 1990
441,1973,Monaco Grand Prix,team_lotus,10.0,1962 - 1990
438,1973,Monaco Grand Prix,mclaren,3.0,1962 - 1990
433,1973,Monaco Grand Prix,brabham,0.0,1962 - 1990
434,1973,Monaco Grand Prix,brm,0.0,1962 - 1990
435,1973,Monaco Grand Prix,ferrari,0.0,1962 - 1990
436,1973,Monaco Grand Prix,iso_marlboro,0.0,1962 - 1990
437,1973,Monaco Grand Prix,march,0.0,1962 - 1990
439,1973,Monaco Grand Prix,shadow,0.0,1962 - 1990
440,1973,Monaco Grand Prix,surtees,0.0,1962 - 1990
442,1973,Monaco Grand Prix,tecno,0.0,1962 - 1990
431,1973,Italian Grand Prix,team_lotus,15.0,1962 - 1990
432,1973,Italian Grand Prix,tyrrell,5.0,1962 - 1990
428,1973,Italian Grand Prix,mclaren,4.0,1962 - 1990
422,1973,Italian Grand Prix,brabham,1.0,1962 - 1990
423,1973,Italian Grand Prix,brm,0.0,1962 - 1990
424,1973,Italian Grand Prix,ensign,0.0,1962 - 1990
425,1973,Italian Grand Prix,ferrari,0.0,1962 - 1990
426,1973,Italian Grand Prix,iso_marlboro,0.0,1962 - 1990
427,1973,Italian Grand Prix,march,0.0,1962 - 1990
429,1973,Italian Grand Prix,shadow,0.0,1962 - 1990
430,1973,Italian Grand Prix,surtees,0.0,1962 - 1990
416,1973,British Grand Prix,mclaren,13.0,1962 - 1990
419,1973,British Grand Prix,team_lotus,6.0,1962 - 1990
415,1973,British Grand Prix,march,3.0,1962 - 1990
421,1973,British Grand Prix,tyrrell,2.0,1962 - 1990
410,1973,British Grand Prix,brabham,1.0,1962 - 1990
411,1973,British Grand Prix,brm,0.0,1962 - 1990
412,1973,British Grand Prix,ensign,0.0,1962 - 1990
413,1973,British Grand Prix,ferrari,0.0,1962 - 1990
414,1973,British Grand Prix,iso_marlboro,0.0,1962 - 1990
417,1973,British Grand Prix,shadow,0.0,1962 - 1990
418,1973,British Grand Prix,surtees,0.0,1962 - 1990
