,year,name,constructor_name,points,era
68,2004,Monaco Grand Prix,toyota,4.0,2003 - 2009
63,2004,Monaco Grand Prix,jordan,2.0,2003 - 2009
62,2004,Monaco Grand Prix,jaguar,0.0,2003 - 2009
64,2004,Monaco Grand Prix,mclaren,0.0,2003 - 2009
65,2004,Monaco Grand Prix,minardi,0.0,2003 - 2009
51,2004,Italian Grand Prix,ferrari,18.0,2003 - 2009
50,2004,Italian Grand Prix,bar,11.0,2003 - 2009
59,2004,Italian Grand Prix,williams,6.0,2003 - 2009
54,2004,Italian Grand Prix,mclaren,3.0,2003 - 2009
57,2004,Italian Grand Prix,sauber,1.0,2003 - 2009
52,2004,Italian Grand Prix,jaguar,0.0,2003 - 2009
53,2004,Italian Grand Prix,jordan,0.0,2003 - 2009
55,2004,Italian Grand Prix,minardi,0.0,2003 - 2009
56,2004,Italian Grand Prix,renault,0.0,2003 - 2009
58,2004,Italian Grand Prix,toyota,0.0,2003 - 2009
41,2004,British Grand Prix,ferrari,16.0,2003 - 2009
44,2004,British Grand Prix,mclaren,10.0,2003 - 2009
40,2004,British Grand Prix,bar,5.0,2003 - 2009
49,2004,British Grand Prix,williams,4.0,2003 - 2009
47,2004,British Grand Prix,sauber,3.0,2003 - 2009
42,2004,British Grand Prix,jaguar,1.0,2003 - 2009
43,2004,British Grand Prix,jordan,0.0,2003 - 2009
45,2004,British Grand Prix,minardi,0.0,2003 - 2009
46,2004,British Grand Prix,renault,0.0,2003 - 2009
48,2004,British Grand Prix,toyota,0.0,2003 - 2009
31,2004,Belgian Grand Prix,ferrari,14.0,2003 - 2009
34,2004,Belgian Grand Prix,mclaren,12.0,2003 - 2009
37,2004,Belgian Grand Prix,sauber,9.0,2003 - 2009
32,2004,Belgian Grand Prix,jaguar,3.0,2003 - 2009
38,2004,Belgian Grand Prix,toyota,1.0,2003 - 2009
30,2004,Belgian Grand Prix,bar,0.0,2003 - 2009
33,2004,Belgian Grand Prix,jordan,0.0,2003 - 2009
35,2004,Belgian Grand Prix,minardi,0.0,2003 - 2009
36,2004,Belgian Grand Prix,renault,0.0,2003 - 2009
39,2004,Belgian Grand Prix,williams,0.0,2003 - 2009
102,2005,Monaco Grand Prix,mclaren,14.0,2003 - 2009
108,2005,Monaco Grand Prix,williams,14.0,2003 - 2009
105,2005,Monaco Grand Prix,renault,5.0,2003 - 2009
100,2005,Monaco Grand Prix,ferrari,3.0,2003 - 2009
107,2005,Monaco Grand Prix,toyota,3.0,2003 - 2009
101,2005,Monaco Grand Prix,jordan,0.0,2003 - 2009
103,2005,Monaco Grand Prix,minardi,0.0,2003 - 2009
104,2005,Monaco Grand Prix,red_bull,0.0,2003 - 2009
106,2005,Monaco Grand Prix,sauber,0.0,2003 - 2009
93,2005,Italian Grand Prix,mclaren,15.0,2003 - 2009
96,2005,Italian Grand Prix,renault,14.0,2003 - 2009
98,2005,Italian Grand Prix,toyota,7.0,2003 - 2009
99,2005,Italian Grand Prix,williams,2.0,2003 - 2009
90,2005,Italian Grand Prix,bar,1.0,2003 - 2009
91,2005,Italian Grand Prix,ferrari,0.0,2003 - 2009
92,2005,Italian Grand Prix,jordan,0.0,2003 - 2009
94,2005,Italian Grand Prix,minardi,0.0,2003 - 2009
95,2005,Italian Grand Prix,red_bull,0.0,2003 - 2009
97,2005,Italian Grand Prix,sauber,0.0,2003 - 2009
83,2005,British Grand Prix,mclaren,16.0,2003 - 2009
86,2005,British Grand Prix,renault,13.0,2003 - 2009
81,2005,British Grand Prix,ferrari,5.0,2003 - 2009
80,2005,British Grand Prix,bar,4.0,2003 - 2009
88,2005,British Grand Prix,toyota,1.0,2003 - 2009
82,2005,British Grand Prix,jordan,0.0,2003 - 2009
84,2005,British Grand Prix,minardi,0.0,2003 - 2009
85,2005,British Grand Prix,red_bull,0.0,2003 - 2009
87,2005,British Grand Prix,sauber,0.0,2003 - 2009
89,2005,British Grand Prix,williams,0.0,2003 - 2009
73,2005,Belgian Grand Prix,mclaren,10.0,2003 - 2009
76,2005,Belgian Grand Prix,renault,8.0,2003 - 2009
70,2005,Belgian Grand Prix,bar,6.0,2003 - 2009
79,2005,Belgian Grand Prix,williams,5.0,2003 - 2009
71,2005,Belgian Grand Prix,ferrari,4.0,2003 - 2009
77,2005,Belgian Grand Prix,sauber,3.0,2003 - 2009
78,2005,Belgian Grand Prix,toyota,2.0,2003 - 2009
72,2005,Belgian Grand Prix,jordan,1.0,2003 - 2009
74,2005,Belgian Grand Prix,minardi,0.0,2003 - 2009
75,2005,Belgian Grand Prix,red_bull,0.0,2003 - 2009
137,2006,Monaco Grand Prix,renault,13.0,2003 - 2009
134,2006,Monaco Grand Prix,mclaren,8.0,2003 - 2009
136,2006,Monaco Grand Prix,red_bull,6.0,2003 - 2009
133,2006,Monaco Grand Prix,honda,5.0,2003 - 2009
132,2006,Monaco Grand Prix,ferrari,4.0,2003 - 2009
131,2006,Monaco Grand Prix,bmw_sauber,2.0,2003 - 2009
140,2006,Monaco Grand Prix,toyota,1.0,2003 - 2009
135,2006,Monaco Grand Prix,mf1,0.0,2003 - 2009
138,2006,Monaco Grand Prix,super_aguri,0.0,2003 - 2009
139,2006,Monaco Grand Prix,toro_rosso,0.0,2003 - 2009
141,2006,Monaco Grand Prix,williams,0.0,2003 - 2009
121,2006,Italian Grand Prix,ferrari,10.0,2003 - 2009
123,2006,Italian Grand Prix,mclaren,8.0,2003 - 2009
120,2006,Italian Grand Prix,bmw_sauber,7.0,2003 - 2009
122,2006,Italian Grand Prix,honda,7.0,2003 - 2009
125,2006,Italian Grand Prix,renault,5.0,2003 - 2009
129,2006,Italian Grand Prix,toyota,2.0,2003 - 2009
124,2006,Italian Grand Prix,red_bull,0.0,2003 - 2009
126,2006,Italian Grand Prix,spyker_mf1,0.0,2003 - 2009
127,2006,Italian Grand Prix,super_aguri,0.0,2003 - 2009
128,2006,Italian Grand Prix,toro_rosso,0.0,2003 - 2009
130,2006,Italian Grand Prix,williams,0.0,2003 - 2009
115,2006,British Grand Prix,renault,15.0,2003 - 2009
110,2006,British Grand Prix,ferrari,12.0,2003 - 2009
112,2006,British Grand Prix,mclaren,9.0,2003 - 2009
109,2006,British Grand Prix,bmw_sauber,3.0,2003 - 2009
111,2006,British Grand Prix,honda,0.0,2003 - 2009
113,2006,British Grand Prix,mf1,0.0,2003 - 2009
114,2006,British Grand Prix,red_bull,0.0,2003 - 2009
116,2006,British Grand Prix,super_aguri,0.0,2003 - 2009
117,2006,British Grand Prix,toro_rosso,0.0,2003 - 2009
118,2006,British Grand Prix,toyota,0.0,2003 - 2009
119,2006,British Grand Prix,williams,0.0,2003 - 2009
178,2007,Monaco Grand Prix,mclaren,18.0,2003 - 2009
175,2007,Monaco Grand Prix,bmw_sauber,7.0,2003 - 2009
176,2007,Monaco Grand Prix,ferrari,7.0,2003 - 2009
180,2007,Monaco Grand Prix,renault,5.0,2003 - 2009
185,2007,Monaco Grand Prix,williams,2.0,2003 - 2009
177,2007,Monaco Grand Prix,honda,0.0,2003 - 2009
179,2007,Monaco Grand Prix,red_bull,0.0,2003 - 2009
181,2007,Monaco Grand Prix,spyker,0.0,2003 - 2009
182,2007,Monaco Grand Prix,super_aguri,0.0,2003 - 2009
183,2007,Monaco Grand Prix,toro_rosso,0.0,2003 - 2009
184,2007,Monaco Grand Prix,toyota,0.0,2003 - 2009
167,2007,Italian Grand Prix,mclaren,18.0,2003 - 2009
164,2007,Italian Grand Prix,bmw_sauber,9.0,2003 - 2009
165,2007,Italian Grand Prix,ferrari,6.0,2003 - 2009
174,2007,Italian Grand Prix,williams,3.0,2003 - 2009
169,2007,Italian Grand Prix,renault,2.0,2003 - 2009
166,2007,Italian Grand Prix,honda,1.0,2003 - 2009
168,2007,Italian Grand Prix,red_bull,0.0,2003 - 2009
170,2007,Italian Grand Prix,spyker,0.0,2003 - 2009
171,2007,Italian Grand Prix,super_aguri,0.0,2003 - 2009
172,2007,Italian Grand Prix,toro_rosso,0.0,2003 - 2009
173,2007,Italian Grand Prix,toyota,0.0,2003 - 2009
154,2007,British Grand Prix,ferrari,14.0,2003 - 2009
156,2007,British Grand Prix,mclaren,14.0,2003 - 2009
153,2007,British Grand Prix,bmw_sauber,8.0,2003 - 2009
158,2007,British Grand Prix,renault,3.0,2003 - 2009
155,2007,British Grand Prix,honda,0.0,2003 - 2009
157,2007,British Grand Prix,red_bull,0.0,2003 - 2009
159,2007,British Grand Prix,spyker,0.0,2003 - 2009
160,2007,British Grand Prix,super_aguri,0.0,2003 - 2009
161,2007,British Grand Prix,toro_rosso,0.0,2003 - 2009
162,2007,British Grand Prix,toyota,0.0,2003 - 2009
163,2007,British Grand Prix,williams,0.0,2003 - 2009
143,2007,Belgian Grand Prix,ferrari,18.0,2003 - 2009
145,2007,Belgian Grand Prix,mclaren,11.0,2003 - 2009
142,2007,Belgian Grand Prix,bmw_sauber,4.0,2003 - 2009
152,2007,Belgian Grand Prix,williams,3.0,2003 - 2009
146,2007,Belgian Grand Prix,red_bull,2.0,2003 - 2009
147,2007,Belgian Grand Prix,renault,1.0,2003 - 2009
144,2007,Belgian Grand Prix,honda,0.0,2003 - 2009
148,2007,Belgian Grand Prix,spyker,0.0,2003 - 2009
149,2007,Belgian Grand Prix,super_aguri,0.0,2003 - 2009
150,2007,Belgian Grand Prix,toro_rosso,0.0,2003 - 2009
151,2007,Belgian Grand Prix,toyota,0.0,2003 - 2009
220,2008,Monaco Grand Prix,mclaren,11.0,2003 - 2009
216,2008,Monaco Grand Prix,bmw_sauber,8.0,2003 - 2009
217,2008,Monaco Grand Prix,ferrari,6.0,2003 - 2009
221,2008,Monaco Grand Prix,red_bull,5.0,2003 - 2009
223,2008,Monaco Grand Prix,toro_rosso,4.0,2003 - 2009
219,2008,Monaco Grand Prix,honda,3.0,2003 - 2009
225,2008,Monaco Grand Prix,williams,2.0,2003 - 2009
218,2008,Monaco Grand Prix,force_india,0.0,2003 - 2009
222,2008,Monaco Grand Prix,renault,0.0,2003 - 2009
224,2008,Monaco Grand Prix,toyota,0.0,2003 - 2009
206,2008,Italian Grand Prix,bmw_sauber,10.0,2003 - 2009
210,2008,Italian Grand Prix,mclaren,10.0,2003 - 2009
213,2008,Italian Grand Prix,toro_rosso,10.0,2003 - 2009
212,2008,Italian Grand Prix,renault,5.0,2003 - 2009
207,2008,Italian Grand Prix,ferrari,3.0,2003 - 2009
211,2008,Italian Grand Prix,red_bull,1.0,2003 - 2009
208,2008,Italian Grand Prix,force_india,0.0,2003 - 2009
209,2008,Italian Grand Prix,honda,0.0,2003 - 2009
214,2008,Italian Grand Prix,toyota,0.0,2003 - 2009
215,2008,Italian Grand Prix,williams,0.0,2003 - 2009
200,2008,British Grand Prix,mclaren,14.0,2003 - 2009
196,2008,British Grand Prix,bmw_sauber,8.0,2003 - 2009
199,2008,British Grand Prix,honda,6.0,2003 - 2009
197,2008,British Grand Prix,ferrari,5.0,2003 - 2009
202,2008,British Grand Prix,renault,3.0,2003 - 2009
204,2008,British Grand Prix,toyota,2.0,2003 - 2009
205,2008,British Grand Prix,williams,1.0,2003 - 2009
198,2008,British Grand Prix,force_india,0.0,2003 - 2009
201,2008,British Grand Prix,red_bull,0.0,2003 - 2009
203,2008,British Grand Prix,toro_rosso,0.0,2003 - 2009
186,2008,Belgian Grand Prix,bmw_sauber,11.0,2003 - 2009
187,2008,Belgian Grand Prix,ferrari,10.0,2003 - 2009
190,2008,Belgian Grand Prix,mclaren,6.0,2003 - 2009
193,2008,Belgian Grand Prix,toro_rosso,6.0,2003 - 2009
192,2008,Belgian Grand Prix,renault,5.0,2003 - 2009
191,2008,Belgian Grand Prix,red_bull,1.0,2003 - 2009
188,2008,Belgian Grand Prix,force_india,0.0,2003 - 2009
189,2008,Belgian Grand Prix,honda,0.0,2003 - 2009
194,2008,Belgian Grand Prix,toyota,0.0,2003 - 2009
195,2008,Belgian Grand Prix,williams,0.0,2003 - 2009
257,2009,Monaco Grand Prix,brawn,18.0,2003 - 2009
258,2009,Monaco Grand Prix,ferrari,11.0,2003 - 2009
261,2009,Monaco Grand Prix,red_bull,4.0,2003 - 2009
265,2009,Monaco Grand Prix,williams,3.0,2003 - 2009
262,2009,Monaco Grand Prix,renault,2.0,2003 - 2009
263,2009,Monaco Grand Prix,toro_rosso,1.0,2003 - 2009
256,2009,Monaco Grand Prix,bmw_sauber,0.0,2003 - 2009
259,2009,Monaco Grand Prix,force_india,0.0,2003 - 2009
260,2009,Monaco Grand Prix,mclaren,0.0,2003 - 2009
264,2009,Monaco Grand Prix,toyota,0.0,2003 - 2009
247,2009,Italian Grand Prix,brawn,18.0,2003 - 2009
248,2009,Italian Grand Prix,ferrari,6.0,2003 - 2009
249,2009,Italian Grand Prix,force_india,5.0,2003 - 2009
252,2009,Italian Grand Prix,renault,4.0,2003 - 2009
250,2009,Italian Grand Prix,mclaren,3.0,2003 - 2009
246,2009,Italian Grand Prix,bmw_sauber,2.0,2003 - 2009
251,2009,Italian Grand Prix,red_bull,1.0,2003 - 2009
253,2009,Italian Grand Prix,toro_rosso,0.0,2003 - 2009
254,2009,Italian Grand Prix,toyota,0.0,2003 - 2009
255,2009,Italian Grand Prix,williams,0.0,2003 - 2009
241,2009,British Grand Prix,red_bull,18.0,2003 - 2009
237,2009,British Grand Prix,brawn,9.0,2003 - 2009
238,2009,British Grand Prix,ferrari,6.0,2003 - 2009
245,2009,British Grand Prix,williams,4.0,2003 - 2009
244,2009,British Grand Prix,toyota,2.0,2003 - 2009
236,2009,British Grand Prix,bmw_sauber,0.0,2003 - 2009
239,2009,British Grand Prix,force_india,0.0,2003 - 2009
240,2009,British Grand Prix,mclaren,0.0,2003 - 2009
242,2009,British Grand Prix,renault,0.0,2003 - 2009
243,2009,British Grand Prix,toro_rosso,0.0,2003 - 2009
228,2009,Belgian Grand Prix,ferrari,10.0,2003 - 2009
226,2009,Belgian Grand Prix,bmw_sauber,9.0,2003 - 2009
229,2009,Belgian Grand Prix,force_india,8.0,2003 - 2009
231,2009,Belgian Grand Prix,red_bull,6.0,2003 - 2009
230,2009,Belgian Grand Prix,mclaren,3.0,2003 - 2009
227,2009,Belgian Grand Prix,brawn,2.0,2003 - 2009
235,2009,Belgian Grand Prix,williams,1.0,2003 - 2009
232,2009,Belgian Grand Prix,renault,0.0,2003 - 2009
233,2009,Belgian Grand Prix,toro_rosso,0.0,2003 - 2009
234,2009,Belgian Grand Prix,toyota,0.0,2003 - 2009
