,year,name,constructor_name,points,era
9,2019,Belgian Grand Prix,williams,0.0,2019 - 2022
64,2020,Italian Grand Prix,mclaren,30.0,2019 - 2022
61,2020,Italian Grand Prix,alphatauri,27.0,2019 - 2022
65,2020,Italian Grand Prix,mercedes,17.0,2019 - 2022
66,2020,Italian Grand Prix,racing_point,16.0,2019 - 2022
68,2020,Italian Grand Prix,renault,12.0,2019 - 2022
60,2020,Italian Grand Prix,alfa,0.0,2019 - 2022
62,2020,Italian Grand Prix,ferrari,0.0,2019 - 2022
63,2020,Italian Grand Prix,haas,0.0,2019 - 2022
67,2020,Italian Grand Prix,red_bull,0.0,2019 - 2022
69,2020,Italian Grand Prix,williams,0.0,2019 - 2022
55,2020,British Grand Prix,mercedes,25.0,2019 - 2022
57,2020,British Grand Prix,red_bull,23.0,2019 - 2022
58,2020,British Grand Prix,renault,20.0,2019 - 2022
52,2020,British Grand Prix,ferrari,16.0,2019 - 2022
54,2020,British Grand Prix,mclaren,10.0,2019 - 2022
51,2020,British Grand Prix,alphatauri,6.0,2019 - 2022
56,2020,British Grand Prix,racing_point,2.0,2019 - 2022
50,2020,British Grand Prix,alfa,0.0,2019 - 2022
53,2020,British Grand Prix,haas,0.0,2019 - 2022
59,2020,British Grand Prix,williams,0.0,2019 - 2022
45,2020,Belgian Grand Prix,mercedes,43.0,2019 - 2022
47,2020,Belgian Grand Prix,red_bull,23.0,2019 - 2022
48,2020,Belgian Grand Prix,renault,23.0,2019 - 2022
44,2020,Belgian Grand Prix,mclaren,6.0,2019 - 2022
41,2020,Belgian Grand Prix,alphatauri,4.0,2019 - 2022
46,2020,Belgian Grand Prix,racing_point,3.0,2019 - 2022
40,2020,Belgian Grand Prix,alfa,0.0,2019 - 2022
42,2020,Belgian Grand Prix,ferrari,0.0,2019 - 2022
43,2020,Belgian Grand Prix,haas,0.0,2019 - 2022
49,2020,Belgian Grand Prix,williams,0.0,2019 - 2022
108,2021,Monaco Grand Prix,red_bull,37.0,2019 - 2022
104,2021,Monaco Grand Prix,ferrari,18.0,2019 - 2022
106,2021,Monaco Grand Prix,mclaren,15.0,2019 - 2022
103,2021,Monaco Grand Prix,aston_martin,14.0,2019 - 2022
101,2021,Monaco Grand Prix,alphatauri,8.0,2019 - 2022
107,2021,Monaco Grand Prix,mercedes,7.0,2019 - 2022
102,2021,Monaco Grand Prix,alpine,2.0,2019 - 2022
100,2021,Monaco Grand Prix,alfa,1.0,2019 - 2022
105,2021,Monaco Grand Prix,haas,0.0,2019 - 2022
109,2021,Monaco Grand Prix,williams,0.0,2019 - 2022
96,2021,Italian Grand Prix,mclaren,44.0,2019 - 2022
94,2021,Italian Grand Prix,ferrari,20.0,2019 - 2022
97,2021,Italian Grand Prix,mercedes,15.0,2019 - 2022
98,2021,Italian Grand Prix,red_bull,10.0,2019 - 2022
93,2021,Italian Grand Prix,aston_martin,6.0,2019 - 2022
92,2021,Italian Grand Prix,alpine,5.0,2019 - 2022
99,2021,Italian Grand Prix,williams,2.0,2019 - 2022
90,2021,Italian Grand Prix,alfa,0.0,2019 - 2022
91,2021,Italian Grand Prix,alphatauri,0.0,2019 - 2022
95,2021,Italian Grand Prix,haas,0.0,2019 - 2022
87,2021,British Grand Prix,mercedes,40.0,2019 - 2022
84,2021,British Grand Prix,ferrari,26.0,2019 - 2022
86,2021,British Grand Prix,mclaren,22.0,2019 - 2022
82,2021,British Grand Prix,alpine,8.0,2019 - 2022
83,2021,British Grand Prix,aston_martin,4.0,2019 - 2022
81,2021,British Grand Prix,alphatauri,1.0,2019 - 2022
80,2021,British Grand Prix,alfa,0.0,2019 - 2022
85,2021,British Grand Prix,haas,0.0,2019 - 2022
88,2021,British Grand Prix,red_bull,0.0,2019 - 2022
89,2021,British Grand Prix,williams,0.0,2019 - 2022
78,2021,Belgian Grand Prix,red_bull,12.5,2019 - 2022
79,2021,Belgian Grand Prix,williams,10.0,2019 - 2022
77,2021,Belgian Grand Prix,mercedes,7.5,2019 - 2022
76,2021,Belgian Grand Prix,mclaren,6.0,2019 - 2022
73,2021,Belgian Grand Prix,aston_martin,5.0,2019 - 2022
71,2021,Belgian Grand Prix,alphatauri,4.0,2019 - 2022
72,2021,Belgian Grand Prix,alpine,3.0,2019 - 2022
74,2021,Belgian Grand Prix,ferrari,2.5,2019 - 2022
70,2021,Belgian Grand Prix,alfa,0.0,2019 - 2022
75,2021,Belgian Grand Prix,haas,0.0,2019 - 2022
128,2022,Monaco Grand Prix,red_bull,40.0,2019 - 2022
124,2022,Monaco Grand Prix,ferrari,30.0,2019 - 2022
127,2022,Monaco Grand Prix,mercedes,14.0,2019 - 2022
126,2022,Monaco Grand Prix,mclaren,9.0,2019 - 2022
122,2022,Monaco Grand Prix,alpine,6.0,2019 - 2022
120,2022,Monaco Grand Prix,alfa,2.0,2019 - 2022
123,2022,Monaco Grand Prix,aston_martin,1.0,2019 - 2022
121,2022,Monaco Grand Prix,alphatauri,0.0,2019 - 2022
125,2022,Monaco Grand Prix,haas,0.0,2019 - 2022
129,2022,Monaco Grand Prix,williams,0.0,2019 - 2022
114,2022,British Grand Prix,ferrari,37.0,2019 - 2022
118,2022,British Grand Prix,red_bull,24.0,2019 - 2022
117,2022,British Grand Prix,mercedes,16.0,2019 - 2022
112,2022,British Grand Prix,alpine,10.0,2019 - 2022
116,2022,British Grand Prix,mclaren,8.0,2019 - 2022
115,2022,British Grand Prix,haas,5.0,2019 - 2022
113,2022,British Grand Prix,aston_martin,2.0,2019 - 2022
110,2022,British Grand Prix,alfa,0.0,2019 - 2022
111,2022,British Grand Prix,alphatauri,0.0,2019 - 2022
119,2022,British Grand Prix,williams,0.0,2019 - 2022
