year,name,driver_name,points
1992,Monaco Grand Prix,fittipaldi,0.0
1992,Monaco Grand Prix,grouillard,0.0
1992,Monaco Grand Prix,gugelmin,0.0
1992,Monaco Grand Prix,hakkinen,0.0
1992,Monaco Grand Prix,herbert,0.0
1992,Monaco Grand Prix,katayama,0.0
1992,Monaco Grand Prix,lehto,0.0
1992,Monaco Grand Prix,martini,0.0
1992,Monaco Grand Prix,mccarthy,0.0
1992,Monaco Grand Prix,modena,0.0
1992,Monaco Grand Prix,morbidelli,0.0
1992,Monaco Grand Prix,moreno,0.0
1992,Monaco Grand Prix,poele,0.0
1992,Monaco Grand Prix,suzuki,0.0
1992,Monaco Grand Prix,tarquini,0.0
1992,Monaco Grand Prix,wendlinger,0.0
1992,Italian Grand Prix,senna,10.0
1992,Italian Grand Prix,brundle,6.0
1992,Italian Grand Prix,michael_schumacher,4.0
1992,Italian Grand Prix,berger,3.0
1992,Italian Grand Prix,patrese,2.0
1992,Italian Grand Prix,cesaris,1.0
1992,Italian Grand Prix,alboreto,0.0
1992,Italian Grand Prix,alesi,0.0
1992,Italian Grand Prix,boutsen,0.0
1992,Italian Grand Prix,capelli,0.0
1992,Italian Grand Prix,comas,0.0
1992,Italian Grand Prix,fittipaldi,0.0
1992,Italian Grand Prix,gachot,0.0
1992,Italian Grand Prix,grouillard,0.0
1992,Italian Grand Prix,gugelmin,0.0
1992,Italian Grand Prix,hakkinen,0.0
1992,Italian Grand Prix,herbert,0.0
1992,Italian Grand Prix,katayama,0.0
1992,Italian Grand Prix,lehto,0.0
1992,Italian Grand Prix,mansell,0.0
1992,Italian Grand Prix,martini,0.0
1992,Italian Grand Prix,modena,0.0
1992,Italian Grand Prix,morbidelli,0.0
1992,Italian Grand Prix,naspetti,0.0
1992,Italian Grand Prix,poele,0.0
1992,Italian Grand Prix,suzuki,0.0
1992,Italian Grand Prix,tarquini,0.0
1992,Italian Grand Prix,wendlinger,0.0
1992,British Grand Prix,mansell,10.0
1992,British Grand Prix,patrese,6.0
1992,British Grand Prix,brundle,4.0
1992,British Grand Prix,michael_schumacher,3.0
1992,British Grand Prix,berger,2.0
1992,British Grand Prix,hakkinen,1.0
1992,British Grand Prix,alboreto,0.0
1992,British Grand Prix,alesi,0.0
1992,British Grand Prix,belmondo,0.0
1992,British Grand Prix,boutsen,0.0
1992,British Grand Prix,capelli,0.0
1992,British Grand Prix,cesaris,0.0
1992,British Grand Prix,chiesa,0.0
1992,British Grand Prix,comas,0.0
1992,British Grand Prix,damon_hill,0.0
1992,British Grand Prix,gachot,0.0
1992,British Grand Prix,grouillard,0.0
1992,British Grand Prix,gugelmin,0.0
1992,British Grand Prix,herbert,0.0
1992,British Grand Prix,katayama,0.0
1992,British Grand Prix,lehto,0.0
1992,British Grand Prix,martini,0.0
1992,British Grand Prix,mccarthy,0.0
1992,British Grand Prix,modena,0.0
1992,British Grand Prix,morbidelli,0.0
1992,British Grand Prix,moreno,0.0
1992,British Grand Prix,poele,0.0
1992,British Grand Prix,senna,0.0
1992,British Grand Prix,suzuki,0.0
1992,British Grand Prix,tarquini,0.0
1992,British Grand Prix,wendlinger,0.0
1992,British Grand Prix,zanardi,0.0
1992,Belgian Grand Prix,michael_schumacher,10.0
1992,Belgian Grand Prix,mansell,6.0
1992,Belgian Grand Prix,patrese,4.0
1992,Belgian Grand Prix,brundle,3.0
1992,Belgian Grand Prix,senna,2.0
1992,Belgian Grand Prix,hakkinen,1.0
1992,Belgian Grand Prix,alboreto,0.0
1992,Belgian Grand Prix,alesi,0.0
1992,Belgian Grand Prix,berger,0.0
1992,Belgian Grand Prix,boutsen,0.0
1992,Belgian Grand Prix,capelli,0.0
1992,Belgian Grand Prix,cesaris,0.0
1992,Belgian Grand Prix,comas,0.0
1992,Belgian Grand Prix,fittipaldi,0.0
1992,Belgian Grand Prix,gachot,0.0
1992,Belgian Grand Prix,grouillard,0.0
1992,Belgian Grand Prix,gugelmin,0.0
1992,Belgian Grand Prix,herbert,0.0
1992,Belgian Grand Prix,katayama,0.0
1992,Belgian Grand Prix,lehto,0.0
1992,Belgian Grand Prix,martini,0.0
1992,Belgian Grand Prix,mccarthy,0.0
1992,Belgian Grand Prix,modena,0.0
1992,Belgian Grand Prix,morbidelli,0.0
1992,Belgian Grand Prix,moreno,0.0
1992,Belgian Grand Prix,naspetti,0.0
1992,Belgian Grand Prix,poele,0.0
1992,Belgian Grand Prix,suzuki,0.0
1992,Belgian Grand Prix,tarquini,0.0
1992,Belgian Grand Prix,wendlinger,0.0
1993,Monaco Grand Prix,senna,10.0
1993,Monaco Grand Prix,damon_hill,6.0
1993,Monaco Grand Prix,alesi,4.0
1993,Monaco Grand Prix,prost,3.0
1993,Monaco Grand Prix,fittipaldi,2.0
1993,Monaco Grand Prix,brundle,1.0
1993,Monaco Grand Prix,alboreto,0.0
1993,Monaco Grand Prix,alliot,0.0
1993,Monaco Grand Prix,andretti,0.0
1993,Monaco Grand Prix,badoer,0.0
1993,Monaco Grand Prix,barbazza,0.0
1993,Monaco Grand Prix,barrichello,0.0
1993,Monaco Grand Prix,berger,0.0
1993,Monaco Grand Prix,blundell,0.0
1993,Monaco Grand Prix,boutsen,0.0
1993,Monaco Grand Prix,cesaris,0.0
1993,Monaco Grand Prix,comas,0.0
1993,Monaco Grand Prix,herbert,0.0
1993,Monaco Grand Prix,katayama,0.0
1993,Monaco Grand Prix,lehto,0.0
1993,Monaco Grand Prix,michael_schumacher,0.0
1993,Monaco Grand Prix,patrese,0.0
1993,Monaco Grand Prix,suzuki,0.0
1993,Monaco Grand Prix,warwick,0.0
1993,Monaco Grand Prix,wendlinger,0.0
1993,Monaco Grand Prix,zanardi,0.0
1993,Italian Grand Prix,damon_hill,10.0
1993,Italian Grand Prix,alesi,6.0
1993,Italian Grand Prix,andretti,4.0
1993,Italian Grand Prix,wendlinger,3.0
1993,Italian Grand Prix,patrese,2.0
1993,Italian Grand Prix,comas,1.0
1993,Italian Grand Prix,alboreto,0.0
1993,Italian Grand Prix,alliot,0.0
1993,Italian Grand Prix,apicella,0.0
1993,Italian Grand Prix,badoer,0.0
1993,Italian Grand Prix,barrichello,0.0
1993,Italian Grand Prix,berger,0.0
1993,Italian Grand Prix,blundell,0.0
1993,Italian Grand Prix,brundle,0.0
1993,Italian Grand Prix,cesaris,0.0
1993,Italian Grand Prix,fittipaldi,0.0
1993,Italian Grand Prix,herbert,0.0
1993,Italian Grand Prix,katayama,0.0
1993,Italian Grand Prix,lamy,0.0
1993,Italian Grand Prix,lehto,0.0
1993,Italian Grand Prix,martini,0.0
1993,Italian Grand Prix,michael_schumacher,0.0
1993,Italian Grand Prix,prost,0.0
1993,Italian Grand Prix,senna,0.0
1993,Italian Grand Prix,suzuki,0.0
1993,Italian Grand Prix,warwick,0.0
1993,British Grand Prix,prost,10.0
1993,British Grand Prix,michael_schumacher,6.0
1993,British Grand Prix,patrese,4.0
1993,British Grand Prix,herbert,3.0
1993,British Grand Prix,senna,2.0
1993,British Grand Prix,warwick,1.0
1993,British Grand Prix,alboreto,0.0
1993,British Grand Prix,alesi,0.0
1993,British Grand Prix,alliot,0.0
1993,British Grand Prix,andretti,0.0
1993,British Grand Prix,badoer,0.0
1993,British Grand Prix,barrichello,0.0
1993,British Grand Prix,berger,0.0
1993,British Grand Prix,blundell,0.0
1993,British Grand Prix,boutsen,0.0
1993,British Grand Prix,brundle,0.0
1993,British Grand Prix,cesaris,0.0
1993,British Grand Prix,comas,0.0
1993,British Grand Prix,damon_hill,0.0
1993,British Grand Prix,fittipaldi,0.0
1993,British Grand Prix,katayama,0.0
1993,British Grand Prix,lehto,0.0
1993,British Grand Prix,martini,0.0
1993,British Grand Prix,suzuki,0.0
1993,British Grand Prix,wendlinger,0.0
1993,British Grand Prix,zanardi,0.0
1993,Belgian Grand Prix,damon_hill,10.0
1993,Belgian Grand Prix,michael_schumacher,6.0
1993,Belgian Grand Prix,prost,4.0
1993,Belgian Grand Prix,senna,3.0
1993,Belgian Grand Prix,herbert,2.0
1993,Belgian Grand Prix,patrese,1.0
1993,Belgian Grand Prix,alboreto,0.0
1993,Belgian Grand Prix,alesi,0.0
1993,Belgian Grand Prix,alliot,0.0
1993,Belgian Grand Prix,andretti,0.0
1993,Belgian Grand Prix,badoer,0.0
1993,Belgian Grand Prix,barrichello,0.0
1993,Belgian Grand Prix,berger,0.0
1993,Belgian Grand Prix,blundell,0.0
1993,Belgian Grand Prix,boutsen,0.0
1993,Belgian Grand Prix,brundle,0.0
1993,Belgian Grand Prix,cesaris,0.0
1993,Belgian Grand Prix,comas,0.0
1993,Belgian Grand Prix,fittipaldi,0.0
1993,Belgian Grand Prix,katayama,0.0
1993,Belgian Grand Prix,lehto,0.0
1993,Belgian Grand Prix,martini,0.0
1993,Belgian Grand Prix,suzuki,0.0
1993,Belgian Grand Prix,warwick,0.0
1993,Belgian Grand Prix,wendlinger,0.0
1993,Belgian Grand Prix,zanardi,0.0
1994,Monaco Grand Prix,michael_schumacher,10.0
1994,Monaco Grand Prix,brundle,6.0
1994,Monaco Grand Prix,berger,4.0
1994,Monaco Grand Prix,cesaris,3.0
1994,Monaco Grand Prix,alesi,2.0
1994,Monaco Grand Prix,alboreto,1.0
1994,Monaco Grand Prix,barrichello,0.0
1994,Monaco Grand Prix,belmondo,0.0
1994,Monaco Grand Prix,beretta,0.0
1994,Monaco Grand Prix,bernard,0.0
1994,Monaco Grand Prix,blundell,0.0
1994,Monaco Grand Prix,brabham,0.0
1994,Monaco Grand Prix,comas,0.0
1994,Monaco Grand Prix,damon_hill,0.0
1994,Monaco Grand Prix,fittipaldi,0.0
1994,Monaco Grand Prix,frentzen,0.0
1994,Monaco Grand Prix,gachot,0.0
1994,Monaco Grand Prix,hakkinen,0.0
1994,Monaco Grand Prix,herbert,0.0
1994,Monaco Grand Prix,katayama,0.0
1994,Monaco Grand Prix,lamy,0.0
1994,Monaco Grand Prix,lehto,0.0
1994,Monaco Grand Prix,martini,0.0
1994,Monaco Grand Prix,morbidelli,0.0
1994,Monaco Grand Prix,panis,0.0
1994,Monaco Grand Prix,wendlinger,0.0
1994,Italian Grand Prix,damon_hill,10.0
1994,Italian Grand Prix,berger,6.0
1994,Italian Grand Prix,hakkinen,4.0
1994,Italian Grand Prix,barrichello,3.0
1994,Italian Grand Prix,brundle,2.0
1994,Italian Grand Prix,coulthard,1.0
1994,Italian Grand Prix,alboreto,0.0
1994,Italian Grand Prix,alesi,0.0
1994,Italian Grand Prix,belmondo,0.0
1994,Italian Grand Prix,bernard,0.0
1994,Italian Grand Prix,blundell,0.0
1994,Italian Grand Prix,brabham,0.0
1994,Italian Grand Prix,cesaris,0.0
1994,Italian Grand Prix,comas,0.0
1994,Italian Grand Prix,dalmas,0.0
1994,Italian Grand Prix,fittipaldi,0.0
1994,Italian Grand Prix,frentzen,0.0
1994,Italian Grand Prix,gachot,0.0
1994,Italian Grand Prix,gounon,0.0
1994,Italian Grand Prix,herbert,0.0
1994,Italian Grand Prix,irvine,0.0
1994,Italian Grand Prix,katayama,0.0
1994,Italian Grand Prix,lehto,0.0
1994,Italian Grand Prix,martini,0.0
1994,Italian Grand Prix,morbidelli,0.0
1994,Italian Grand Prix,panis,0.0
1994,Italian Grand Prix,verstappen,0.0
1994,Italian Grand Prix,zanardi,0.0
1994,British Grand Prix,damon_hill,10.0
1994,British Grand Prix,alesi,6.0
1994,British Grand Prix,hakkinen,4.0
1994,British Grand Prix,barrichello,3.0
1994,British Grand Prix,coulthard,2.0
1994,British Grand Prix,katayama,1.0
1994,British Grand Prix,alboreto,0.0
1994,British Grand Prix,belmondo,0.0
1994,British Grand Prix,beretta,0.0
1994,British Grand Prix,berger,0.0
1994,British Grand Prix,bernard,0.0
1994,British Grand Prix,blundell,0.0
1994,British Grand Prix,brabham,0.0
1994,British Grand Prix,brundle,0.0
1994,British Grand Prix,cesaris,0.0
1994,British Grand Prix,comas,0.0
1994,British Grand Prix,fittipaldi,0.0
1994,British Grand Prix,frentzen,0.0
1994,British Grand Prix,gachot,0.0
1994,British Grand Prix,gounon,0.0
1994,British Grand Prix,herbert,0.0
1994,British Grand Prix,irvine,0.0
1994,British Grand Prix,martini,0.0
1994,British Grand Prix,michael_schumacher,0.0
1994,British Grand Prix,morbidelli,0.0
1994,British Grand Prix,panis,0.0
1994,British Grand Prix,verstappen,0.0
1994,British Grand Prix,zanardi,0.0
1994,Belgian Grand Prix,damon_hill,10.0
1994,Belgian Grand Prix,hakkinen,6.0
1994,Belgian Grand Prix,verstappen,4.0
1994,Belgian Grand Prix,coulthard,3.0
1994,Belgian Grand Prix,blundell,2.0
1994,Belgian Grand Prix,morbidelli,1.0
1994,Belgian Grand Prix,adams,0.0
1994,Belgian Grand Prix,alboreto,0.0
1994,Belgian Grand Prix,alesi,0.0
1994,Belgian Grand Prix,alliot,0.0
1994,Belgian Grand Prix,barrichello,0.0
1994,Belgian Grand Prix,belmondo,0.0
1994,Belgian Grand Prix,berger,0.0
1994,Belgian Grand Prix,bernard,0.0
1994,Belgian Grand Prix,brabham,0.0
1994,Belgian Grand Prix,brundle,0.0
1994,Belgian Grand Prix,cesaris,0.0
1994,Belgian Grand Prix,comas,0.0
1994,Belgian Grand Prix,fittipaldi,0.0
1994,Belgian Grand Prix,frentzen,0.0
1994,Belgian Grand Prix,gachot,0.0
1994,Belgian Grand Prix,gounon,0.0
1994,Belgian Grand Prix,herbert,0.0
1994,Belgian Grand Prix,irvine,0.0
1994,Belgian Grand Prix,katayama,0.0
1994,Belgian Grand Prix,martini,0.0
1994,Belgian Grand Prix,michael_schumacher,0.0
1994,Belgian Grand Prix,panis,0.0
1995,Monaco Grand Prix,michael_schumacher,10.0
1995,Monaco Grand Prix,damon_hill,6.0
1995,Monaco Grand Prix,berger,4.0
1995,Monaco Grand Prix,herbert,3.0
1995,Monaco Grand Prix,blundell,2.0
1995,Monaco Grand Prix,frentzen,1.0
1995,Monaco Grand Prix,alesi,0.0
1995,Monaco Grand Prix,badoer,0.0
1995,Monaco Grand Prix,barrichello,0.0
1995,Monaco Grand Prix,boullion,0.0
1995,Monaco Grand Prix,brundle,0.0
1995,Monaco Grand Prix,coulthard,0.0
1995,Monaco Grand Prix,diniz,0.0
1995,Monaco Grand Prix,gachot,0.0
1995,Monaco Grand Prix,hakkinen,0.0
1995,Monaco Grand Prix,inoue,0.0
1995,Monaco Grand Prix,irvine,0.0
1995,Monaco Grand Prix,katayama,0.0
1995,Monaco Grand Prix,martini,0.0
1995,Monaco Grand Prix,montermini,0.0
1995,Monaco Grand Prix,morbidelli,0.0
1995,Monaco Grand Prix,moreno,0.0
1995,Monaco Grand Prix,panis,0.0
1995,Monaco Grand Prix,salo,0.0
1995,Monaco Grand Prix,schiattarella,0.0
1995,Monaco Grand Prix,verstappen,0.0
1995,Italian Grand Prix,herbert,10.0
1995,Italian Grand Prix,hakkinen,6.0
1995,Italian Grand Prix,frentzen,4.0
1995,Italian Grand Prix,blundell,3.0
1995,Italian Grand Prix,salo,2.0
1995,Italian Grand Prix,boullion,1.0
1995,Italian Grand Prix,alesi,0.0
1995,Italian Grand Prix,badoer,0.0
1995,Italian Grand Prix,barrichello,0.0
1995,Italian Grand Prix,berger,0.0
1995,Italian Grand Prix,brundle,0.0
1995,Italian Grand Prix,coulthard,0.0
1995,Italian Grand Prix,damon_hill,0.0
1995,Italian Grand Prix,diniz,0.0
1995,Italian Grand Prix,inoue,0.0
1995,Italian Grand Prix,irvine,0.0
1995,Italian Grand Prix,katayama,0.0
1995,Italian Grand Prix,lamy,0.0
1995,Italian Grand Prix,lavaggi,0.0
1995,Italian Grand Prix,michael_schumacher,0.0
1995,Italian Grand Prix,montermini,0.0
1995,Italian Grand Prix,moreno,0.0
1995,Italian Grand Prix,panis,0.0
1995,Italian Grand Prix,papis,0.0
1995,British Grand Prix,herbert,10.0
1995,British Grand Prix,alesi,6.0
1995,British Grand Prix,coulthard,4.0
1995,British Grand Prix,panis,3.0
1995,British Grand Prix,blundell,2.0
1995,British Grand Prix,frentzen,1.0
1995,British Grand Prix,badoer,0.0
1995,British Grand Prix,barrichello,0.0
1995,British Grand Prix,berger,0.0
1995,British Grand Prix,boullion,0.0
1995,British Grand Prix,brundle,0.0
1995,British Grand Prix,damon_hill,0.0
1995,British Grand Prix,diniz,0.0
1995,British Grand Prix,gachot,0.0
1995,British Grand Prix,hakkinen,0.0
1995,British Grand Prix,inoue,0.0
1995,British Grand Prix,irvine,0.0
1995,British Grand Prix,katayama,0.0
1995,British Grand Prix,martini,0.0
1995,British Grand Prix,michael_schumacher,0.0
1995,British Grand Prix,montermini,0.0
1995,British Grand Prix,moreno,0.0
1995,British Grand Prix,papis,0.0
1995,British Grand Prix,salo,0.0
1995,Belgian Grand Prix,michael_schumacher,10.0
1995,Belgian Grand Prix,damon_hill,6.0
1995,Belgian Grand Prix,brundle,4.0
1995,Belgian Grand Prix,frentzen,3.0
1995,Belgian Grand Prix,blundell,2.0
1995,Belgian Grand Prix,barrichello,1.0
1995,Belgian Grand Prix,alesi,0.0
1995,Belgian Grand Prix,badoer,0.0
1995,Belgian Grand Prix,berger,0.0
1995,Belgian Grand Prix,boullion,0.0
1995,Belgian Grand Prix,coulthard,0.0
1995,Belgian Grand Prix,diniz,0.0
1995,Belgian Grand Prix,hakkinen,0.0
1995,Belgian Grand Prix,herbert,0.0
1995,Belgian Grand Prix,inoue,0.0
1995,Belgian Grand Prix,irvine,0.0
1995,Belgian Grand Prix,katayama,0.0
1995,Belgian Grand Prix,lamy,0.0
1995,Belgian Grand Prix,lavaggi,0.0
1995,Belgian Grand Prix,montermini,0.0
1995,Belgian Grand Prix,moreno,0.0
1995,Belgian Grand Prix,panis,0.0
1995,Belgian Grand Prix,papis,0.0
1995,Belgian Grand Prix,salo,0.0
1996,Monaco Grand Prix,panis,10.0
1996,Monaco Grand Prix,coulthard,6.0
1996,Monaco Grand Prix,herbert,4.0
1996,Monaco Grand Prix,frentzen,3.0
1996,Monaco Grand Prix,salo,2.0
1996,Monaco Grand Prix,hakkinen,1.0
1996,Monaco Grand Prix,alesi,0.0
1996,Monaco Grand Prix,badoer,0.0
1996,Monaco Grand Prix,barrichello,0.0
1996,Monaco Grand Prix,berger,0.0
1996,Monaco Grand Prix,brundle,0.0
1996,Monaco Grand Prix,damon_hill,0.0
1996,Monaco Grand Prix,diniz,0.0
1996,Monaco Grand Prix,fisichella,0.0
1996,Monaco Grand Prix,irvine,0.0
1996,Monaco Grand Prix,katayama,0.0
1996,Monaco Grand Prix,lamy,0.0
1996,Monaco Grand Prix,michael_schumacher,0.0
1996,Monaco Grand Prix,montermini,0.0
1996,Monaco Grand Prix,rosset,0.0
1996,Monaco Grand Prix,verstappen,0.0
1996,Monaco Grand Prix,villeneuve,0.0
1996,Italian Grand Prix,michael_schumacher,10.0
1996,Italian Grand Prix,alesi,6.0
1996,Italian Grand Prix,hakkinen,4.0
1996,Italian Grand Prix,brundle,3.0
1996,Italian Grand Prix,barrichello,2.0
1996,Italian Grand Prix,diniz,1.0
1996,Italian Grand Prix,berger,0.0
1996,Italian Grand Prix,coulthard,0.0
1996,Italian Grand Prix,damon_hill,0.0
1996,Italian Grand Prix,frentzen,0.0
1996,Italian Grand Prix,herbert,0.0
1996,Italian Grand Prix,irvine,0.0
1996,Italian Grand Prix,katayama,0.0
1996,Italian Grand Prix,lamy,0.0
1996,Italian Grand Prix,lavaggi,0.0
1996,Italian Grand Prix,panis,0.0
1996,Italian Grand Prix,rosset,0.0
1996,Italian Grand Prix,salo,0.0
1996,Italian Grand Prix,verstappen,0.0
1996,Italian Grand Prix,villeneuve,0.0
1996,British Grand Prix,villeneuve,10.0
1996,British Grand Prix,berger,6.0
1996,British Grand Prix,hakkinen,4.0
1996,British Grand Prix,barrichello,3.0
1996,British Grand Prix,coulthard,2.0
1996,British Grand Prix,brundle,1.0
1996,British Grand Prix,alesi,0.0
1996,British Grand Prix,badoer,0.0
1996,British Grand Prix,damon_hill,0.0
1996,British Grand Prix,diniz,0.0
1996,British Grand Prix,fisichella,0.0
1996,British Grand Prix,frentzen,0.0
1996,British Grand Prix,herbert,0.0
1996,British Grand Prix,irvine,0.0
1996,British Grand Prix,katayama,0.0
1996,British Grand Prix,lamy,0.0
1996,British Grand Prix,michael_schumacher,0.0
1996,British Grand Prix,montermini,0.0
1996,British Grand Prix,panis,0.0
1996,British Grand Prix,rosset,0.0
1996,British Grand Prix,salo,0.0
1996,British Grand Prix,verstappen,0.0
1996,Belgian Grand Prix,michael_schumacher,10.0
1996,Belgian Grand Prix,villeneuve,6.0
1996,Belgian Grand Prix,hakkinen,4.0
1996,Belgian Grand Prix,alesi,3.0
1996,Belgian Grand Prix,damon_hill,2.0
1996,Belgian Grand Prix,berger,1.0
1996,Belgian Grand Prix,barrichello,0.0
1996,Belgian Grand Prix,brundle,0.0
1996,Belgian Grand Prix,coulthard,0.0
1996,Belgian Grand Prix,diniz,0.0
1996,Belgian Grand Prix,frentzen,0.0
1996,Belgian Grand Prix,herbert,0.0
1996,Belgian Grand Prix,irvine,0.0
1996,Belgian Grand Prix,katayama,0.0
1996,Belgian Grand Prix,lamy,0.0
1996,Belgian Grand Prix,lavaggi,0.0
