year,name,driver_name,points
2003,Monaco Grand Prix,montoya,10.0
2003,Monaco Grand Prix,raikkonen,8.0
2003,Monaco Grand Prix,michael_schumacher,6.0
2003,Monaco Grand Prix,ralf_schumacher,5.0
2003,Monaco Grand Prix,alonso,4.0
2003,Monaco Grand Prix,trulli,3.0
2003,Monaco Grand Prix,coulthard,2.0
2003,Monaco Grand Prix,barrichello,1.0
2003,Monaco Grand Prix,button,0.0
2003,Monaco Grand Prix,firman,0.0
2003,Monaco Grand Prix,fisichella,0.0
2003,Monaco Grand Prix,frentzen,0.0
2003,Monaco Grand Prix,heidfeld,0.0
2003,Monaco Grand Prix,matta,0.0
2003,Monaco Grand Prix,panis,0.0
2003,Monaco Grand Prix,pizzonia,0.0
2003,Monaco Grand Prix,verstappen,0.0
2003,Monaco Grand Prix,villeneuve,0.0
2003,Monaco Grand Prix,webber,0.0
2003,Monaco Grand Prix,wilson,0.0
2003,Italian Grand Prix,michael_schumacher,10.0
2003,Italian Grand Prix,montoya,8.0
2003,Italian Grand Prix,barrichello,6.0
2003,Italian Grand Prix,raikkonen,5.0
2003,Italian Grand Prix,gene,4.0
2003,Italian Grand Prix,villeneuve,3.0
2003,Italian Grand Prix,webber,2.0
2003,Italian Grand Prix,alonso,1.0
2003,Italian Grand Prix,baumgartner,0.0
2003,Italian Grand Prix,button,0.0
2003,Italian Grand Prix,coulthard,0.0
2003,Italian Grand Prix,fisichella,0.0
2003,Italian Grand Prix,frentzen,0.0
2003,Italian Grand Prix,heidfeld,0.0
2003,Italian Grand Prix,kiesa,0.0
2003,Italian Grand Prix,matta,0.0
2003,Italian Grand Prix,panis,0.0
2003,Italian Grand Prix,trulli,0.0
2003,Italian Grand Prix,verstappen,0.0
2003,Italian Grand Prix,wilson,0.0
2003,British Grand Prix,barrichello,10.0
2003,British Grand Prix,montoya,8.0
2003,British Grand Prix,raikkonen,6.0
2003,British Grand Prix,michael_schumacher,5.0
2003,British Grand Prix,coulthard,4.0
2003,British Grand Prix,trulli,3.0
2003,British Grand Prix,matta,2.0
2003,British Grand Prix,button,1.0
2003,British Grand Prix,alonso,0.0
2003,British Grand Prix,firman,0.0
2003,British Grand Prix,fisichella,0.0
2003,British Grand Prix,frentzen,0.0
2003,British Grand Prix,heidfeld,0.0
2003,British Grand Prix,panis,0.0
2003,British Grand Prix,pizzonia,0.0
2003,British Grand Prix,ralf_schumacher,0.0
2003,British Grand Prix,verstappen,0.0
2003,British Grand Prix,villeneuve,0.0
2003,British Grand Prix,webber,0.0
2003,British Grand Prix,wilson,0.0
2004,Monaco Grand Prix,trulli,10.0
2004,Monaco Grand Prix,button,8.0
2004,Monaco Grand Prix,barrichello,6.0
2004,Monaco Grand Prix,montoya,5.0
2004,Monaco Grand Prix,massa,4.0
2004,Monaco Grand Prix,matta,3.0
2004,Monaco Grand Prix,heidfeld,2.0
2004,Monaco Grand Prix,panis,1.0
2004,Monaco Grand Prix,alonso,0.0
2004,Monaco Grand Prix,baumgartner,0.0
2004,Monaco Grand Prix,bruni,0.0
2004,Monaco Grand Prix,coulthard,0.0
2004,Monaco Grand Prix,fisichella,0.0
2004,Monaco Grand Prix,klien,0.0
2004,Monaco Grand Prix,michael_schumacher,0.0
2004,Monaco Grand Prix,pantano,0.0
2004,Monaco Grand Prix,raikkonen,0.0
2004,Monaco Grand Prix,ralf_schumacher,0.0
2004,Monaco Grand Prix,sato,0.0
2004,Monaco Grand Prix,webber,0.0
2004,Italian Grand Prix,barrichello,10.0
2004,Italian Grand Prix,michael_schumacher,8.0
2004,Italian Grand Prix,button,6.0
2004,Italian Grand Prix,sato,5.0
2004,Italian Grand Prix,montoya,4.0
2004,Italian Grand Prix,coulthard,3.0
2004,Italian Grand Prix,pizzonia,2.0
2004,Italian Grand Prix,fisichella,1.0
2004,Italian Grand Prix,alonso,0.0
2004,Italian Grand Prix,baumgartner,0.0
2004,Italian Grand Prix,bruni,0.0
2004,Italian Grand Prix,heidfeld,0.0
2004,Italian Grand Prix,klien,0.0
2004,Italian Grand Prix,massa,0.0
2004,Italian Grand Prix,panis,0.0
2004,Italian Grand Prix,pantano,0.0
2004,Italian Grand Prix,raikkonen,0.0
2004,Italian Grand Prix,trulli,0.0
2004,Italian Grand Prix,webber,0.0
2004,Italian Grand Prix,zonta,0.0
2004,British Grand Prix,michael_schumacher,10.0
2004,British Grand Prix,raikkonen,8.0
2004,British Grand Prix,barrichello,6.0
2004,British Grand Prix,button,5.0
2004,British Grand Prix,montoya,4.0
2004,British Grand Prix,fisichella,3.0
2004,British Grand Prix,coulthard,2.0
2004,British Grand Prix,webber,1.0
2004,British Grand Prix,alonso,0.0
2004,British Grand Prix,baumgartner,0.0
2004,British Grand Prix,bruni,0.0
2004,British Grand Prix,gene,0.0
2004,British Grand Prix,heidfeld,0.0
2004,British Grand Prix,klien,0.0
2004,British Grand Prix,massa,0.0
2004,British Grand Prix,matta,0.0
2004,British Grand Prix,panis,0.0
2004,British Grand Prix,pantano,0.0
2004,British Grand Prix,sato,0.0
2004,British Grand Prix,trulli,0.0
2004,Belgian Grand Prix,raikkonen,10.0
2004,Belgian Grand Prix,michael_schumacher,8.0
2004,Belgian Grand Prix,barrichello,6.0
2004,Belgian Grand Prix,massa,5.0
2004,Belgian Grand Prix,fisichella,4.0
2004,Belgian Grand Prix,klien,3.0
2004,Belgian Grand Prix,coulthard,2.0
2004,Belgian Grand Prix,panis,1.0
2004,Belgian Grand Prix,alonso,0.0
