,year,name,driver_name,grid,race_finish_position,positions_gained_lost,era
884,2006,Monaco Grand Prix,klien,11,-100,-100,V8
892,2006,Monaco Grand Prix,sato,19,-100,-100,V8
667,2007,Belgian Grand Prix,kubica,14,9,5,V8
672,2007,Belgian Grand Prix,sutil,19,14,5,V8
670,2007,Belgian Grand Prix,barrichello,17,13,4,V8
673,2007,Belgian Grand Prix,davidson,20,16,4,V8
674,2007,Belgian Grand Prix,yamamoto,21,17,4,V8
671,2007,Belgian Grand Prix,sato,18,15,3,V8
659,2007,Belgian Grand Prix,heidfeld,6,5,1,V8
662,2007,Belgian Grand Prix,kovalainen,9,8,1,V8
666,2007,Belgian Grand Prix,liuzzi,13,12,1,V8
654,2007,Belgian Grand Prix,raikkonen,1,1,0,V8
655,2007,Belgian Grand Prix,massa,2,2,0,V8
656,2007,Belgian Grand Prix,alonso,3,3,0,V8
657,2007,Belgian Grand Prix,hamilton,4,4,0,V8
660,2007,Belgian Grand Prix,webber,7,7,0,V8
663,2007,Belgian Grand Prix,ralf_schumacher,10,10,0,V8
658,2007,Belgian Grand Prix,rosberg,5,6,-1,V8
661,2007,Belgian Grand Prix,trulli,8,11,-3,V8
664,2007,Belgian Grand Prix,coulthard,11,-100,-100,V8
665,2007,Belgian Grand Prix,button,12,-100,-100,V8
668,2007,Belgian Grand Prix,wurz,15,-100,-100,V8
669,2007,Belgian Grand Prix,vettel,16,-100,-100,V8
675,2007,Belgian Grand Prix,fisichella,22,-100,-100,V8
561,2007,British Grand Prix,button,18,10,8,V8
564,2007,British Grand Prix,sato,21,14,7,V8
565,2007,British Grand Prix,albers,22,15,7,V8
557,2007,British Grand Prix,barrichello,14,9,5,V8
560,2007,British Grand Prix,rosberg,17,12,5,V8
552,2007,British Grand Prix,heidfeld,9,6,3,V8
545,2007,British Grand Prix,raikkonen,2,1,1,V8
546,2007,British Grand Prix,alonso,3,2,1,V8
548,2007,British Grand Prix,kubica,5,4,1,V8
555,2007,British Grand Prix,coulthard,12,11,1,V8
550,2007,British Grand Prix,kovalainen,7,7,0,V8
551,2007,British Grand Prix,fisichella,8,8,0,V8
556,2007,British Grand Prix,wurz,13,13,0,V8
559,2007,British Grand Prix,liuzzi,16,16,0,V8
547,2007,British Grand Prix,massa,4,5,-1,V8
544,2007,British Grand Prix,hamilton,1,3,-2,V8
549,2007,British Grand Prix,ralf_schumacher,6,-100,-100,V8
553,2007,British Grand Prix,trulli,10,-100,-100,V8
554,2007,British Grand Prix,webber,11,-100,-100,V8
558,2007,British Grand Prix,speed,15,-100,-100,V8
562,2007,British Grand Prix,davidson,19,-100,-100,V8
563,2007,British Grand Prix,sutil,20,-100,-100,V8
646,2007,Italian Grand Prix,fisichella,15,12,3,V8
649,2007,Italian Grand Prix,ralf_schumacher,18,15,3,V8
636,2007,Italian Grand Prix,raikkonen,5,3,2,V8
639,2007,Italian Grand Prix,rosberg,8,6,2,V8
641,2007,Italian Grand Prix,button,10,8,2,V8
642,2007,Italian Grand Prix,webber,11,9,2,V8
643,2007,Italian Grand Prix,barrichello,12,10,2,V8
650,2007,Italian Grand Prix,liuzzi,19,17,2,V8
652,2007,Italian Grand Prix,sutil,21,19,2,V8
653,2007,Italian Grand Prix,yamamoto,22,20,2,V8
637,2007,Italian Grand Prix,kubica,6,5,1,V8
648,2007,Italian Grand Prix,sato,17,16,1,V8
632,2007,Italian Grand Prix,alonso,1,1,0,V8
633,2007,Italian Grand Prix,hamilton,2,2,0,V8
635,2007,Italian Grand Prix,heidfeld,4,4,0,V8
638,2007,Italian Grand Prix,kovalainen,7,7,0,V8
644,2007,Italian Grand Prix,wurz,13,13,0,V8
645,2007,Italian Grand Prix,davidson,14,14,0,V8
640,2007,Italian Grand Prix,trulli,9,11,-2,V8
647,2007,Italian Grand Prix,vettel,16,18,-2,V8
634,2007,Italian Grand Prix,massa,3,-100,-100,V8
651,2007,Italian Grand Prix,coulthard,20,-100,-100,V8
473,2007,Monaco Grand Prix,speed,18,9,9,V8
471,2007,Monaco Grand Prix,raikkonen,16,8,8,V8
466,2007,Monaco Grand Prix,wurz,11,7,4,V8
475,2007,Monaco Grand Prix,ralf_schumacher,20,16,4,V8
476,2007,Monaco Grand Prix,sato,21,17,4,V8
463,2007,Monaco Grand Prix,kubica,8,5,3,V8
477,2007,Monaco Grand Prix,albers,22,19,3,V8
470,2007,Monaco Grand Prix,kovalainen,15,13,2,V8
462,2007,Monaco Grand Prix,heidfeld,7,6,1,V8
456,2007,Monaco Grand Prix,alonso,1,1,0,V8
457,2007,Monaco Grand Prix,hamilton,2,2,0,V8
458,2007,Monaco Grand Prix,massa,3,3,0,V8
459,2007,Monaco Grand Prix,fisichella,4,4,0,V8
464,2007,Monaco Grand Prix,barrichello,9,10,-1,V8
465,2007,Monaco Grand Prix,button,10,11,-1,V8
468,2007,Monaco Grand Prix,coulthard,13,14,-1,V8
469,2007,Monaco Grand Prix,trulli,14,15,-1,V8
472,2007,Monaco Grand Prix,davidson,17,18,-1,V8
460,2007,Monaco Grand Prix,rosberg,5,12,-7,V8
461,2007,Monaco Grand Prix,webber,6,-100,-100,V8
467,2007,Monaco Grand Prix,liuzzi,12,-100,-100,V8
474,2007,Monaco Grand Prix,sutil,19,-100,-100,V8
257,2008,Belgian Grand Prix,vettel,10,5,5,V8
265,2008,Belgian Grand Prix,sutil,18,13,5,V8
266,2008,Belgian Grand Prix,nakajima,19,14,5,V8
260,2008,Belgian Grand Prix,glock,13,9,4,V8
252,2008,Belgian Grand Prix,heidfeld,5,2,3,V8
261,2008,Belgian Grand Prix,coulthard,14,11,3,V8
262,2008,Belgian Grand Prix,rosberg,15,12,3,V8
267,2008,Belgian Grand Prix,fisichella,20,17,3,V8
253,2008,Belgian Grand Prix,alonso,6,4,2,V8
255,2008,Belgian Grand Prix,kubica,8,6,2,V8
256,2008,Belgian Grand Prix,bourdais,9,7,2,V8
264,2008,Belgian Grand Prix,button,17,15,2,V8
249,2008,Belgian Grand Prix,massa,2,1,1,V8
254,2008,Belgian Grand Prix,webber,7,8,-1,V8
248,2008,Belgian Grand Prix,hamilton,1,3,-2,V8
258,2008,Belgian Grand Prix,trulli,11,16,-5,V8
250,2008,Belgian Grand Prix,kovalainen,3,10,-7,V8
251,2008,Belgian Grand Prix,raikkonen,4,18,-14,V8
259,2008,Belgian Grand Prix,piquet_jr,12,-100,-100,V8
263,2008,Belgian Grand Prix,barrichello,16,-100,-100,V8
183,2008,British Grand Prix,barrichello,16,3,13,V8
185,2008,British Grand Prix,rosberg,20,9,11,V8
181,2008,British Grand Prix,trulli,14,7,7,V8
182,2008,British Grand Prix,nakajima,15,8,7,V8
171,2008,British Grand Prix,hamilton,4,1,3,V8
172,2008,British Grand Prix,heidfeld,5,2,3,V8
180,2008,British Grand Prix,bourdais,13,11,2,V8
173,2008,British Grand Prix,alonso,6,6,0,V8
179,2008,British Grand Prix,glock,12,12,0,V8
170,2008,British Grand Prix,raikkonen,3,4,-1,V8
168,2008,British Grand Prix,kovalainen,1,5,-4,V8
176,2008,British Grand Prix,massa,9,13,-4,V8
169,2008,British Grand Prix,webber,2,10,-8,V8
174,2008,British Grand Prix,piquet_jr,7,-100,-100,V8
175,2008,British Grand Prix,vettel,8,-100,-100,V8
177,2008,British Grand Prix,kubica,10,-100,-100,V8
178,2008,British Grand Prix,coulthard,11,-100,-100,V8
184,2008,British Grand Prix,button,17,-100,-100,V8
186,2008,British Grand Prix,sutil,18,-100,-100,V8
187,2008,British Grand Prix,fisichella,19,-100,-100,V8
278,2008,Italian Grand Prix,kubica,11,3,8,V8
282,2008,Italian Grand Prix,hamilton,15,7,8,V8
284,2008,Italian Grand Prix,piquet_jr,17,10,7,V8
285,2008,Italian Grand Prix,nakajima,18,12,6,V8
277,2008,Italian Grand Prix,heidfeld,10,5,5,V8
281,2008,Italian Grand Prix,raikkonen,14,9,5,V8
275,2008,Italian Grand Prix,alonso,8,4,4,V8
286,2008,Italian Grand Prix,button,19,15,4,V8
287,2008,Italian Grand Prix,sutil,20,19,1,V8
268,2008,Italian Grand Prix,vettel,1,1,0,V8
269,2008,Italian Grand Prix,kovalainen,2,2,0,V8
273,2008,Italian Grand Prix,massa,6,6,0,V8
283,2008,Italian Grand Prix,barrichello,16,17,-1,V8
276,2008,Italian Grand Prix,glock,9,11,-2,V8
280,2008,Italian Grand Prix,coulthard,13,16,-3,V8
270,2008,Italian Grand Prix,webber,3,8,-5,V8
274,2008,Italian Grand Prix,trulli,7,13,-6,V8
272,2008,Italian Grand Prix,rosberg,5,14,-9,V8
271,2008,Italian Grand Prix,bourdais,4,18,-14,V8
279,2008,Italian Grand Prix,fisichella,12,-100,-100,V8
125,2008,Monaco Grand Prix,vettel,19,5,14,V8
122,2008,Monaco Grand Prix,barrichello,14,6,8,V8
121,2008,Monaco Grand Prix,nakajima,13,7,6,V8
116,2008,Monaco Grand Prix,webber,9,4,5,V8
112,2008,Monaco Grand Prix,kubica,5,2,3,V8
110,2008,Monaco Grand Prix,hamilton,3,1,2,V8
119,2008,Monaco Grand Prix,button,11,11,0,V8
108,2008,Monaco Grand Prix,massa,1,3,-2,V8
118,2008,Monaco Grand Prix,glock,10,12,-2,V8
120,2008,Monaco Grand Prix,heidfeld,12,14,-2,V8
114,2008,Monaco Grand Prix,alonso,7,10,-3,V8
111,2008,Monaco Grand Prix,kovalainen,4,8,-4,V8
115,2008,Monaco Grand Prix,trulli,8,13,-5,V8
109,2008,Monaco Grand Prix,raikkonen,2,9,-7,V8
113,2008,Monaco Grand Prix,rosberg,6,-100,-100,V8
117,2008,Monaco Grand Prix,coulthard,15,-100,-100,V8
123,2008,Monaco Grand Prix,bourdais,16,-100,-100,V8
124,2008,Monaco Grand Prix,piquet_jr,17,-100,-100,V8
126,2008,Monaco Grand Prix,sutil,18,-100,-100,V8
127,2008,Monaco Grand Prix,fisichella,20,-100,-100,V8
