,year,name,constructor_name,points,era
511,2001,Belgian Grand Prix,ferrari,12.0,1991 - 2002
514,2001,Belgian Grand Prix,mclaren,9.0,1991 - 2002
510,2001,Belgian Grand Prix,benetton,4.0,1991 - 2002
513,2001,Belgian Grand Prix,jordan,1.0,1991 - 2002
508,2001,Belgian Grand Prix,arrows,0.0,1991 - 2002
509,2001,Belgian Grand Prix,bar,0.0,1991 - 2002
512,2001,Belgian Grand Prix,jaguar,0.0,1991 - 2002
515,2001,Belgian Grand Prix,minardi,0.0,1991 - 2002
516,2001,Belgian Grand Prix,prost,0.0,1991 - 2002
517,2001,Belgian Grand Prix,sauber,0.0,1991 - 2002
518,2001,Belgian Grand Prix,williams,0.0,1991 - 2002
588,2002,Monaco Grand Prix,mclaren,10.0,1991 - 2002
585,2002,Monaco Grand Prix,ferrari,6.0,1991 - 2002
593,2002,Monaco Grand Prix,williams,4.0,1991 - 2002
590,2002,Monaco Grand Prix,renault,3.0,1991 - 2002
587,2002,Monaco Grand Prix,jordan,2.0,1991 - 2002
583,2002,Monaco Grand Prix,arrows,1.0,1991 - 2002
584,2002,Monaco Grand Prix,bar,0.0,1991 - 2002
586,2002,Monaco Grand Prix,jaguar,0.0,1991 - 2002
589,2002,Monaco Grand Prix,minardi,0.0,1991 - 2002
591,2002,Monaco Grand Prix,sauber,0.0,1991 - 2002
592,2002,Monaco Grand Prix,toyota,0.0,1991 - 2002
574,2002,Italian Grand Prix,ferrari,16.0,1991 - 2002
579,2002,Italian Grand Prix,renault,5.0,1991 - 2002
575,2002,Italian Grand Prix,jaguar,4.0,1991 - 2002
573,2002,Italian Grand Prix,bar,1.0,1991 - 2002
576,2002,Italian Grand Prix,jordan,0.0,1991 - 2002
577,2002,Italian Grand Prix,mclaren,0.0,1991 - 2002
578,2002,Italian Grand Prix,minardi,0.0,1991 - 2002
580,2002,Italian Grand Prix,sauber,0.0,1991 - 2002
581,2002,Italian Grand Prix,toyota,0.0,1991 - 2002
582,2002,Italian Grand Prix,williams,0.0,1991 - 2002
564,2002,British Grand Prix,ferrari,16.0,1991 - 2002
563,2002,British Grand Prix,bar,5.0,1991 - 2002
572,2002,British Grand Prix,williams,4.0,1991 - 2002
570,2002,British Grand Prix,sauber,1.0,1991 - 2002
562,2002,British Grand Prix,arrows,0.0,1991 - 2002
565,2002,British Grand Prix,jaguar,0.0,1991 - 2002
566,2002,British Grand Prix,jordan,0.0,1991 - 2002
567,2002,British Grand Prix,mclaren,0.0,1991 - 2002
568,2002,British Grand Prix,minardi,0.0,1991 - 2002
569,2002,British Grand Prix,renault,0.0,1991 - 2002
571,2002,British Grand Prix,toyota,0.0,1991 - 2002
553,2002,Belgian Grand Prix,ferrari,16.0,1991 - 2002
561,2002,Belgian Grand Prix,williams,6.0,1991 - 2002
556,2002,Belgian Grand Prix,mclaren,3.0,1991 - 2002
554,2002,Belgian Grand Prix,jaguar,1.0,1991 - 2002
552,2002,Belgian Grand Prix,bar,0.0,1991 - 2002
555,2002,Belgian Grand Prix,jordan,0.0,1991 - 2002
557,2002,Belgian Grand Prix,minardi,0.0,1991 - 2002
558,2002,Belgian Grand Prix,renault,0.0,1991 - 2002
559,2002,Belgian Grand Prix,sauber,0.0,1991 - 2002
560,2002,Belgian Grand Prix,toyota,0.0,1991 - 2002
